INSTITUTE_NAME,DEPARTMENT,RANK_PREDICTOR,CATEGORY
IIT Jodhpur,Computer Engineering,1678,OBC
IIT Kharagpur,Industrial Engineering,1682,OBC
ISM Dhanbad,Mineral Engineering,1685,SC
IIT (BHU) Varanasi,Ceramic Engineering,1687,SC
IIT Bombay,Civil Engineering,1688,GENERAL
IIT Madras,Naval Arch. & Ocean Engineering,1699,OBC
IIT Roorkee,Geological Technology,1705,SC
IIT Roorkee,Geophysical Technology,1709,SC
IIT Jodhpur,Systems Science,1710,SC
ISM Dhanbad,Environmental Engineering,1712,SC
IIT Roorkee,Physics,1716,SC
IIT Bombay,Metallurgical Science,1716,OBC
ISM Dhanbad,Mineral Engineering (with M.Tech in Mineral),1717,SC
IIT Roorkee,Production Engineering,1717,OBC
IIT indore,Electrical Engineering,1719,OBC
IIT Bhubaneshwar,Electrical Engineering,1723,OBC
IIT Bhubaneshwar,Mechanical Engineering,1727,OBC
IIT Kharagpur,Chemistry,1732,SC
IIT indore,Mechanical Engineering,1733,OBC
IIT Roorkee,Process Engineering with MBA,1734,SC
IIT Madras,Mechanical (Thermal Engineering),1737,GENERAL
IIT (BHU) Varanasi,Bioengineering,1737,SC
IIT Jodhpur,Biologically-inspired,1738,SC
IIT (BHU) Varanasi,Biochemical Engineering,1741,SC
IIT Roorkee,Electrical Engineering,1741,GENERAL
IIT Guwahati,Design,1745,SC
IIT Guwahati,Chemical Engineering,1754,OBC
IIT Roorkee,Applied Mathematics,1757,SC
ISM Dhanbad,Applied Geophysics,1778,SC
IIT (BHU) Varanasi,Industrial Chemistry,1780,SC
ISM Dhanbad,Applied Geology,1788,SC
IIT Kharagpur,Mechanical (M. Tech in any specialization),1794,GENERAL
ISM Dhanbad,Computer Science & Engineering,1799,OBC
IIT Kharagpur,Industrial Engineering (M. Tech in Industrial Engineering & Management),1802,OBC
IIT Kharagpur,Economics,1812,SC
IIT Mandi,Computer Engineering,1814,OBC
IIT Bombay,Energy (M. Tech in Energy Systems) Engineering,1816,GENERAL
IIT Patna,Computer Science and Engineering,1823,OBC
IIT Ropar,Electrical Engineering,1837,OBC
IIT Bombay,Metallurgical and Materials Engineering *,1840,OBC
IIT (BHU) Varanasi,Pharmaceutics,1852,SC
IIT Kharagpur,Applied Geology,1857,SC
IIT Kharagpur,Exploration Geophysics,1858,SC
IIT Bombay,Metallurgical and Materials Engineering *,1865,OBC
IIT Kharagpur,Manufacturing Science (M. Tech in Industrial Engineering & Management),1875,OBC
ISM Dhanbad,Mechanical Engineering,1880,OBC
IIT Delhi,Production Engineering,1881,GENERAL
IIT Guwahati,Electronics & Communication Engineering,1906,GENERAL
IIT Kharagpur,Instrumentation Engineering,1907,GENERAL
IIT Madras,Metallurgical Engineering,1909,OBC
IIT Roorkee,Mechanical Engineering,1911,GENERAL
IIT (BHU) Varanasi,Pharmaceutics,1915,SC
IIT Jodhpur,Electrical Engineering,1947,OBC
IIT Delhi,Civil Engineering,1962,GENERAL
IIT Roorkee,Architecture,1965,SC
IIT Madras,Engineering Design(Biomedical),1978,OBC
IIT Madras,Metallurgical & Material Engineering,1984,OBC
IIT Jodhpur,Mechanical Engineering,1995,OBC
IIT Madras,Engineering Physics,2004,GENERAL
IIT (BHU) Varanasi,Chemical Engineering,2014,OBC
IIT Kharagpur,Metallurgical Engineering,2015,OBC
IIT Patna,Mechanical Engineering,2025,OBC
IIT Madras,Naval Architecture & Ocean Engineering *,2037,OBC
IIT Patna,Electrical Engineering,2056,OBC
IIT Mandi,Mechanical  Engineering,2057,OBC
IIT Mandi,Electrical Engineering,2064,OBC
IIT Hydrabad,Chemical Engineering,2075,OBC
IIT Kharagpur,Architecture,2077,SC
IIT Madras,Naval Architecture & Ocean Engineering,2080,OBC
IIT Gandhinagar,Civil Engineering,2081,OBC
IIT Bhubaneshwar,Civil Engineering,2088,OBC
ISM Dhanbad,Electrical Engineering,2089,OBC
IIT Kanpur,Chemical Engineering,2112,GENERAL
ISM Dhanbad,Electronics & Communication Engineering,2120,OBC
IIT Kharagpur,Quality Engineering Design& Manufacturing,2121,OBC
IIT Delhi,Chemical Engineering,2134,GENERAL
IIT Kharagpur,Ocean Engineering & Naval Architecture,2147,OBC
ISM Dhanbad,Civil Engineering,2166,OBC
IIT Kanpur,Materials Science Engineering,2168,OBC
IIT Kharagpur,Mining Engineering,2190,OBC
IIT Guwahati,Electronics & Electrical Engineering,2193,GENERAL
IIT Madras,Chemical Engineering,2227,GENERAL
IIT Delhi,Engineering Physics,2233,GENERAL
IIT Hydrabad,Engineering Science,2239,OBC
IIT Kharagpur,Metallurgical and Materials Engineering *,2251,OBC
IIT Gandhinagar,Chemical Engineering,2252,OBC
IIT Guwahati,Chemical Technology,2258,OBC
IIT Kanpur,Mathematics & Scientific Computing,2259,GENERAL
IIT (BHU) Varanasi,Electronics Engineering,2306,GENERAL
ISM Dhanbad,Electronics & Instrumentation Engineering,2316,OBC
IIT Kharagpur,Ocean Engineering & Naval Architecture Engineering,2317,OBC
IIT Kanpur,Economics,2324,OBC
IIT Delhi,Textile Technology,2336,OBC
ISM Dhanbad,Petroleum Engineering,2355,OBC
IIT Guwahati,Mathematics Computing,2368,GENERAL
IIT Hydrabad,Engineering Physics,2375,OBC
IIT Guwahati,Engineering Physics,2385,OBC
ISM Dhanbad,Chemical Engineering,2387,OBC
IIT (BHU) Varanasi,Mathematics & Computing,2394,GENERAL
IIT Delhi,Biochemical,2399,OBC
IIT Madras,Physics,2415,OBC
IIT Patna,Chemical Science and Technology,2435,OBC
ISM Dhanbad,Petroleum (with M. Tech in Petroleum Management),2436,OBC
IIT Madras,Aerospace Engineering,2444,GENERAL
IIT Kharagpur,Chemical Engineering,2448,GENERAL
IIT Roorkee,Metallurgical Engineering,2470,OBC
IIT Kharagpur,Mining Engineering,2480,OBC
IIT Ropar,Computer Engineering,2484,GENERAL
IIT Kanpur,Civil Engineering,2500,GENERAL
IIT (BHU) Varanasi,Metallurgical Engineering,2511,OBC
IIT Kanpur,Physics,2520,OBC
IIT Hydrabad,Electrical Engineering,2523,GENERAL
IIT Madras,Biological Engineering,2526,OBC
IIT Guwahati,Mechanical Engineering,2541,GENERAL
IIT Kharagpur,Biotechnology & Biochemical Engineering,2556,OBC
IIT (BHU) Varanasi,Electrical Engineering,2557,GENERAL
IIT (BHU) Varanasi,Engineering Physics,2572,OBC
ISM Dhanbad,Mining Engineering,2578,OBC
IIT Madras,Chemical Engineering,2595,GENERAL
IIT Madras,Civil Engineering,2609,GENERAL
IIT Kanpur,Biological Sc. & Bioengineering,2616,OBC
IIT Kanpur,Aerospace Engineering,2618,GENERAL
IIT Kharagpur,Agricultural & Food Engineering,2619,OBC
IIT (BHU) Varanasi,Metallurgical Engineering,2629,OBC
IIT Kharagpur,Mining Safety Engineering,2639,OBC
IIT Guwahati,Design,2642,OBC
ISM Dhanbad,Mathematics & Computing,2658,OBC
IIT (BHU) Varanasi,Mining Engineering,2713,OBC
IIT Kharagpur,Mathematics & Computing,2713,GENERAL
IIT (BHU) Varanasi,Material Science,2719,OBC
ISM Dhanbad,Mining Engineering,2740,OBC
IIT Roorkee,Biotechnology,2747,OBC
ISM Dhanbad,Mining Machinery,2751,OBC
IIT Kharagpur,Aerospace Engineering,2786,GENERAL
IIT Bombay,Metallurgical Science,2790,GENERAL
IIT Kharagpur,Biotechnology & Biochemical Engineering,2798,OBC
IIT Jodhpur,Systems Science,2808,OBC
IIT (BHU) Varanasi,Mining Engineering,2826,OBC
IIT Madras,Aerospace,2861,GENERAL
IIT Kharagpur,Civil Engineering,2874,GENERAL
IIT Madras,Engineering Design(Automotive),2877,GENERAL
ISM Dhanbad,Mining Engineering with MBA,2893,OBC
IIT Madras,Biological Sciences,2894,OBC
IIT (BHU) Varanasi,Mechanical Engineering,2906,GENERAL
IIT Roorkee,Geophysical Technology,2906,OBC
IIT Guwahati,Biotechnology,2914,OBC
IIT Kharagpur,Manufacturing Engineering,2916,GENERAL
IIT Roorkee,Polymer Science Technology,2919,OBC
IIT Madras,Aerospace *,2932,GENERAL
IIT Roorkee,Applied Mathematics,2935,OBC
IIT (BHU) Varanasi,Ceramic Engineering,2938,OBC
IIT Hydrabad,Mechanical Engineering,2946,GENERAL
IIT (BHU) Varanasi,Electrical (Power Electronics) Engineering,2957,GENERAL
ISM Dhanbad,Mineral Engineering,2959,OBC
IIT Kharagpur,Economics,2965,OBC
IIT (BHU) Varanasi,Industrial Chemistry,2977,OBC
IIT Kharagpur,Agriculture & Food *,2987,OBC
IIT indore,Computer Engineering,2989,GENERAL
ISM Dhanbad,Mineral Engineering (with M.Tech in Mineral),2998,OBC
IIT (BHU) Varanasi,Mechanical Engineering,3005,GENERAL
IIT Roorkee,Process Engineering with MBA,3022,OBC
IIT Roorkee,Pulp & Paper Engineering,3025,OBC
IIT Madras,Civil Engineering *,3030,GENERAL
IIT Roorkee,Civil Engineering,3039,GENERAL
ISM Dhanbad,Environmental Engineering,3045,OBC
IIT Madras,Civil (Infrastructural),3046,GENERAL
IIT (BHU) Varanasi,Ceramic Engineering,3051,OBC
IIT (BHU) Varanasi,Biochemical Engineering,3058,OBC
IIT (BHU) Varanasi,Bioengineering,3065,OBC
IIT Bombay,Metallurgical and Materials Engineering *,3073,GENERAL
IIT Kharagpur,Chemical Engineering,3076,GENERAL
IIT Madras,Civil (any specialization),3076,GENERAL
IIT Madras,Physics,3078,GENERAL
IIT Bombay,Metallurgical and Materials Engineering *,3084,GENERAL
IIT Kanpur,Physics,3089,GENERAL
IIT Kanpur,Chemistry,3089,OBC
IIT Kharagpur,Exploration Geophysics,3093,OBC
IIT Roorkee,Geological Technology,3096,OBC
IIT Roorkee,Physics,3097,OBC
IIT Jodhpur,Biologically-inspired,3109,OBC
ISM Dhanbad,Applied Geophysics,3127,OBC
IIT Kharagpur,Industrial Engineering,3147,GENERAL
IIT Kharagpur,Applied Geology,3187,OBC
IIT Gandhinagar,Electrical Engineering,3213,GENERAL
IIT Kharagpur,Chemistry,3222,OBC
ISM Dhanbad,Applied Geology,3223,OBC
IIT Roorkee,Chemical Engineering,3241,GENERAL
IIT Kharagpur,Civil (any specialization),3276,GENERAL
IIT Kharagpur,Aerospace,3279,GENERAL
IIT (BHU) Varanasi,Pharmaceutics,3329,OBC
IIT (BHU) Varanasi,Pharmaceutics,3330,OBC
IIT Madras,Metallurgical Engineering,3347,GENERAL
IIT Kanpur,Economics,3406,GENERAL
IIT Jodhpur,Computer Engineering,3468,GENERAL
IIT Gandhinagar,Mechanical Engineering,3491,GENERAL
IIT Roorkee,Production Engineering,3648,GENERAL
IIT Madras,Engineering Design(Biomedical),3652,GENERAL
IIT Ropar,Electrical Engineering,3710,GENERAL
IIT Madras,Naval Arch. & Ocean Engineering,3749,GENERAL
IIT (BHU) Varanasi,Civil Engineering,3751,GENERAL
IIT Kharagpur,Industrial Engineering (M. Tech in Industrial Engineering & Management),3763,GENERAL
IIT Madras,Metallurgical & Material Engineering,3767,GENERAL
IIT Mandi,Computer Engineering,3768,GENERAL
IIT Kharagpur,Manufacturing Science (M. Tech in Industrial Engineering & Management),3825,GENERAL
IIT indore,Electrical Engineering,3842,GENERAL
IIT Kharagpur,Metallurgical Engineering,3878,GENERAL
IIT (BHU) Varanasi,Civil with M. Tech in Structural Engineering,3962,GENERAL
IIT Kharagpur,Quality Engineering Design& Manufacturing,4002,GENERAL
IIT Kanpur,Materials Science Engineering,4005,GENERAL
IIT Madras,Naval Architecture & Ocean Engineering *,4007,GENERAL
IIT indore,Mechanical Engineering,4009,GENERAL
IIT Guwahati,Civil Engineering,4039,GENERAL
IIT Guwahati,Chemical Engineering,4057,GENERAL
IIT Ropar,Mechanical Engineering,4075,GENERAL
IIT Patna,Computer Science and Engineering,4096,GENERAL
IIT Bhubaneshwar,Computer Engineering,4097,GENERAL
IIT Hydrabad,Civil Engineering,4165,GENERAL
IIT Roorkee,Architecture,4167,OBC
IIT Kharagpur,Architecture,4185,OBC
IIT Madras,Naval Architecture & Ocean Engineering,4192,GENERAL
IIT Hydrabad,Engineering Science,4198,GENERAL
IIT (BHU) Varanasi,Chemical Engineering,4289,GENERAL
IIT Delhi,Textile Technology,4321,GENERAL
IIT Kharagpur,Metallurgical and Materials Engineering *,4354,GENERAL
IIT Delhi,Biochemical,4360,GENERAL
IIT Bhubaneshwar,Electrical Engineering,4371,GENERAL
IIT Guwahati,Engineering Physics,4393,GENERAL
IIT Hydrabad,Chemical Engineering,4473,GENERAL
IIT Hydrabad,Engineering Physics,4476,GENERAL
IIT Kharagpur,Ocean Engineering & Naval Architecture,4512,GENERAL
IIT Jodhpur,Electrical Engineering,4524,GENERAL
ISM Dhanbad,Computer Engineering,4559,GENERAL
IIT Mandi,Electrical Engineering,4612,GENERAL
IIT Bhubaneshwar,Mechanical Engineering,4674,GENERAL
IIT Jodhpur,Mechanical Engineering,4698,GENERAL
IIT Mandi,Mechanical  Engineering,4773,GENERAL
IIT Guwahati,Chemical Technology,4793,GENERAL
IIT Gandhinagar,Civil Engineering,4864,GENERAL
IIT Kanpur,Biological Sc. & Bioengineering,4873,GENERAL
IIT Gandhinagar,Chemical Engineering,4926,GENERAL
IIT Kharagpur,Economics,4944,GENERAL
IIT Patna,Electrical Engineering,4997,GENERAL
IIT Roorkee,Applied Mathematics,5015,GENERAL
IIT Kharagpur,Mining Engineering,5028,GENERAL
ISM Dhanbad,Computer Science & Engineering,5041,GENERAL
IIT Madras,Biological Engineering,5079,GENERAL
IIT Patna,Mechanical Engineering,5084,GENERAL
IIT Kharagpur,Biotechnology & Biochemical Engineering,5092,GENERAL
IIT Roorkee,Metallurgical Engineering,5146,GENERAL
IIT (BHU) Varanasi,Engineering Physics,5172,GENERAL
IIT Kharagpur,Ocean Engineering & Naval Architecture Engineering,5267,GENERAL
IIT Bhubaneshwar,Civil Engineering,5289,GENERAL
IIT Guwahati,Design,5544,GENERAL
IIT Kharagpur,Agricultural & Food Engineering,5568,GENERAL
ISM Dhanbad,Mechanical Engineering,5583,GENERAL
ISM Dhanbad,Electronics & Communication Engineering,5634,GENERAL
IIT (BHU) Varanasi,Metallurgical Engineering,5644,GENERAL
IIT Patna,Chemical Science and Technology,5686,GENERAL
IIT Kharagpur,Mining Engineering,5717,GENERAL
ISM Dhanbad,Electrical Engineering,5741,GENERAL
IIT Roorkee,Biotechnology,5849,GENERAL
ISM Dhanbad,Petroleum Engineering,5946,GENERAL
IIT Kharagpur,Biotechnology & Biochemical Engineering,5957,GENERAL
IIT (BHU) Varanasi,Metallurgical Engineering,5958,GENERAL
IIT Roorkee,Geophysical Technology,6014,GENERAL
IIT (BHU) Varanasi,Material Science,6056,GENERAL
IIT Kharagpur,Exploration Geophysics,6078,GENERAL
IIT Roorkee,Physics,6088,GENERAL
ISM Dhanbad,Electronics & Instrumentation Engineering,6091,GENERAL
ISM Dhanbad,Civil Engineering,6119,GENERAL
IIT Madras,Biological Sciences,6167,GENERAL
IIT Jodhpur,Systems Science,6239,GENERAL
IIT Kanpur,Chemistry,6248,GENERAL
IIT Kharagpur,Mining Safety Engineering,6275,GENERAL
ISM Dhanbad,Chemical Engineering,6278,GENERAL
IIT Guwahati,Biotechnology,6361,GENERAL
ISM Dhanbad,Petroleum (with M. Tech in Petroleum Management),6399,GENERAL
IIT Roorkee,Geological Technology,6437,GENERAL
IIT Roorkee,Polymer Science Technology,6470,GENERAL
ISM Dhanbad,Mathematics & Computing,6481,GENERAL
IIT Kharagpur,Agriculture & Food *,6549,GENERAL
IIT (BHU) Varanasi,Ceramic Engineering,6615,GENERAL
IIT Roorkee,Process Engineering with MBA,6654,GENERAL
IIT (BHU) Varanasi,Industrial Chemistry,6715,GENERAL
ISM Dhanbad,Mining Engineering,6753,GENERAL
IIT Kharagpur,Applied Geology,6770,GENERAL
IIT (BHU) Varanasi,Ceramic Engineering,6802,GENERAL
IIT Kharagpur,Chemistry,6812,GENERAL
IIT (BHU) Varanasi,Mining Engineering,6830,GENERAL
IIT Roorkee,Pulp & Paper Engineering,6911,GENERAL
IIT (BHU) Varanasi,Biochemical Engineering,6955,GENERAL
ISM Dhanbad,Mining Machinery,6963,GENERAL
IIT (BHU) Varanasi,Mining Engineering,6978,GENERAL
IIT (BHU) Varanasi,Bioengineering,6999,GENERAL
ISM Dhanbad,Mining Engineering,7026,GENERAL
ISM Dhanbad,Mining Engineering with MBA,7049,GENERAL
ISM Dhanbad,Environmental Engineering,7053,GENERAL
IIT Jodhpur,Biologically-inspired,7064,GENERAL
ISM Dhanbad,Mineral Engineering,7068,GENERAL
ISM Dhanbad,Mineral Engineering (with M.Tech in Mineral),7115,GENERAL
IIT Kharagpur,Architecture,7128,GENERAL
ISM Dhanbad,Applied Geophysics,7155,GENERAL
ISM Dhanbad,Applied Geology,7157,GENERAL
IIT (BHU) Varanasi,Pharmaceutics,7370,GENERAL
IIT Roorkee,Architecture,7408,GENERAL
IIT (BHU) Varanasi,Pharmaceutics,7419,GENERAL
