INSTITUTE_NAME,DEPARTMENT,RANK_PREDICTOR,CATEGORY
IIT Mandi,Mechanical  Engineering,1287,OBC
IIT Roorkee,Process Engineering with MBA,1289,SC
ISM Dhanbad,Petroleum (with M. Tech in Petroleum Management),1290,SC
ISM Dhanbad,Mathematics & Computing,1297,SC
IIT Kharagpur,Mechanical (M. Tech in any specialization),1303,GENERAL
IIT (BHU) Varanasi,Civil Engineering,1309,OBC
IIT Madras,Naval Arch. & Ocean Engineering,1318,OBC
IIT Madras,Chemical Engineering,1320,OBC
IIT Kharagpur,Industrial Engineering,1330,OBC
IIT Guwahati,Design,1333,SC
IIT Kanpur,Biological Sc. & Bioengineering,1344,SC
IIT Guwahati,Mechanical Engineering,1346,GENERAL
IIT Kharagpur,Architecture,1357,SC
IIT (BHU) Varanasi,Metallurgical Engineering,1361,SC
IIT Kanpur,Civil Engineering,1363,GENERAL
IIT Roorkee,Geophysical Technology,1376,SC
IIT Kharagpur,Manufacturing Engineering,1380,OBC
IIT Roorkee,Pulp & Paper Engineering,1384,SC
IIT Patna,Electrical Engineering,1387,OBC
IIT Kanpur,Chemistry,1391,SC
IIT Madras,Aerospace *,1400,OBC
IIT Roorkee,Geological Technology,1402,SC
IIT Delhi,Chemical Engineering,1405,GENERAL
IIT Kharagpur,Mining Engineering,1406,SC
ISM Dhanbad,Mining Engineering,1411,OBC
IIT Jodhpur,Computer Engineering,1420,GENERAL
IIT indore,Electrical Engineering,1423,OBC
IIT Guwahati,Electronics & Electrical Engineering,1426,GENERAL
IIT Kharagpur,Agriculture & Food *,1437,SC
IIT Jodhpur,Systems Science,1444,SC
IIT Roorkee,Applied Mathematics,1453,SC
IIT (BHU) Varanasi,Computer Science & Engineering,1456,GENERAL
IIT Kharagpur,Ocean Engineering & Naval Architecture,1456,OBC
IIT (BHU) Varanasi,Chemical Engineering,1458,OBC
IIT Ropar,Computer Engineering,1461,GENERAL
IIT Kharagpur,Chemical Engineering,1462,OBC
IIT Guwahati,Chemical Engineering,1463,OBC
IIT (BHU) Varanasi,Electronics Engineering,1469,GENERAL
IIT (BHU) Varanasi,Metallurgical Engineering,1470,SC
IIT Madras,Civil Engineering,1471,GENERAL
IIT Kharagpur,Mining Engineering,1480,OBC
IIT Roorkee,Physics,1495,SC
IIT (BHU) Varanasi,Civil with M. Tech in Structural Engineering,1498,OBC
IIT indore,Mechanical Engineering,1501,OBC
IIT Kharagpur,Biotechnology & Biochemical Engineering,1502,SC
IIT (BHU) Varanasi,Ceramic Engineering,1504,SC
IIT Madras,Biological Sciences,1504,SC
IIT (BHU) Varanasi,Ceramic Engineering,1508,SC
IIT Kanpur,Economics,1511,OBC
IIT (BHU) Varanasi,Mechanical Engineering,1513,GENERAL
IIT Roorkee,Polymer Science Technology,1514,SC
ISM Dhanbad,Mining Machinery,1515,SC
ISM Dhanbad,Electrical Engineering,1517,OBC
ISM Dhanbad,Mineral Engineering,1518,SC
IIT Madras,Aerospace Engineering,1521,GENERAL
IIT Roorkee,Civil Engineering,1523,GENERAL
IIT Kharagpur,Metallurgical Engineering,1532,OBC
ISM Dhanbad,Mining Engineering,1533,SC
ISM Dhanbad,Mining Engineering with MBA,1536,SC
IIT Delhi,Textile Technology,1546,OBC
IIT Delhi,Biochemical,1552,OBC
ISM Dhanbad,Environmental Engineering,1553,SC
IIT Madras,Mechanical (Thermal Engineering),1554,GENERAL
IIT (BHU) Varanasi,Mining Engineering,1566,SC
IIT Bombay,Metallurgical and Materials Engineering *,1569,OBC
IIT Kharagpur,Mathematics & Computing,1573,GENERAL
IIT Madras,Engineering Design(Biomedical),1605,OBC
IIT Kanpur,Aerospace Engineering,1618,GENERAL
IIT Kharagpur,Mining Safety Engineering,1619,SC
ISM Dhanbad,Petroleum Engineering,1622,OBC
IIT Guwahati,Design,1626,OBC
IIT Kharagpur,Chemical Engineering,1627,GENERAL
IIT Madras,Metallurgical Engineering,1630,OBC
ISM Dhanbad,Mineral Engineering (with M.Tech in Mineral),1631,SC
ISM Dhanbad,Civil Engineering,1640,OBC
IIT Hydrabad,Engineering Science,1649,OBC
IIT Jodhpur,Biologically-inspired,1650,SC
IIT Kharagpur,Biotechnology & Biochemical Engineering,1670,OBC
IIT (BHU) Varanasi,Mathematics & Computing,1672,GENERAL
ISM Dhanbad,Computer Science & Engineering,1681,OBC
IIT (BHU) Varanasi,Bioengineering,1684,SC
IIT Kharagpur,Applied Geology,1689,SC
ISM Dhanbad,Mining Machinery,1698,OBC
IIT (BHU) Varanasi,Biochemical Engineering,1703,SC
IIT Kharagpur,Industrial Engineering (M. Tech in Industrial Engineering & Management),1704,OBC
IIT Gandhinagar,Civil Engineering,1713,OBC
IIT (BHU) Varanasi,Electrical Engineering,1732,GENERAL
IIT (BHU) Varanasi,Industrial Chemistry,1743,SC
IIT Hydrabad,Engineering Physics,1753,OBC
IIT Kharagpur,Exploration Geophysics,1764,SC
IIT indore,Computer Engineering,1764,GENERAL
ISM Dhanbad,Applied Geology,1765,SC
IIT Guwahati,Engineering Physics,1765,OBC
IIT (BHU) Varanasi,Pharmaceutics,1766,SC
IIT Bhubaneshwar,Civil Engineering,1769,OBC
ISM Dhanbad,Applied Geophysics,1775,SC
IIT (BHU) Varanasi,Engineering Physics,1776,OBC
IIT Bombay,Metallurgical and Materials Engineering *,1777,OBC
IIT Roorkee,Architecture,1781,SC
IIT (BHU) Varanasi,Ceramic Engineering,1788,OBC
IIT (BHU) Varanasi,Pharmaceutics,1789,SC
IIT Jodhpur,Electrical Engineering,1795,OBC
IIT Kharagpur,Ocean Engineering & Naval Architecture Engineering,1796,OBC
IIT Kharagpur,Manufacturing Science (M. Tech in Industrial Engineering & Management),1812,OBC
IIT Madras,Engineering Design(Automotive),1822,GENERAL
IIT Mandi,Electrical Engineering,1824,OBC
IIT Hydrabad,Chemical Engineering,1833,OBC
IIT Roorkee,Metallurgical Engineering,1838,OBC
IIT Guwahati,Chemical Technology,1847,OBC
IIT Roorkee,Geophysical Technology,1854,OBC
IIT Madras,Naval Architecture & Ocean Engineering,1863,OBC
IIT Madras,Metallurgical & Material Engineering,1903,OBC
IIT Madras,Naval Architecture & Ocean Engineering *,1919,OBC
IIT Roorkee,Chemical Engineering,1929,GENERAL
IIT Kharagpur,Quality Engineering Design& Manufacturing,1960,OBC
IIT Delhi,Textile Technology,1967,GENERAL
IIT Kharagpur,Agricultural & Food Engineering,1996,OBC
IIT Kharagpur,Civil Engineering,1999,GENERAL
ISM Dhanbad,Petroleum (with M. Tech in Petroleum Management),2004,OBC
IIT Roorkee,Applied Mathematics,2019,OBC
IIT Kharagpur,Manufacturing Engineering,2030,GENERAL
IIT Gandhinagar,Chemical Engineering,2036,OBC
IIT Kharagpur,Metallurgical and Materials Engineering *,2051,OBC
IIT Madras,Physics,2060,GENERAL
IIT (BHU) Varanasi,Mechanical Engineering,2075,GENERAL
IIT (BHU) Varanasi,Metallurgical Engineering,2078,OBC
IIT Kharagpur,Industrial Engineering,2100,GENERAL
IIT Gandhinagar,Mechanical Engineering,2108,GENERAL
IIT Jodhpur,Systems Science,2127,OBC
ISM Dhanbad,Chemical Engineering,2128,OBC
IIT Madras,Biological Engineering,2139,OBC
IIT Kharagpur,Ocean Engineering & Naval Architecture,2145,GENERAL
ISM Dhanbad,Electronics & Instrumentation Engineering,2178,OBC
ISM Dhanbad,Mathematics & Computing,2194,OBC
IIT Hydrabad,Mechanical Engineering,2195,GENERAL
IIT Madras,Physics,2196,OBC
IIT Roorkee,Pulp & Paper Engineering,2210,OBC
IIT Gandhinagar,Electrical Engineering,2216,GENERAL
IIT (BHU) Varanasi,Mining Engineering,2230,OBC
IIT Kharagpur,Biotechnology & Biochemical Engineering,2243,OBC
IIT Kharagpur,Mining Engineering,2244,OBC
IIT Patna,Chemical Science and Technology,2259,OBC
IIT Kharagpur,Mining Safety Engineering,2268,OBC
IIT (BHU) Varanasi,Electrical (Power Electronics) Engineering,2278,GENERAL
IIT Kanpur,Biological Sc. & Bioengineering,2302,OBC
IIT Kharagpur,Economics,2369,OBC
IIT Kanpur,Chemistry,2390,GENERAL
IIT Roorkee,Biotechnology,2396,OBC
IIT Kanpur,Materials Science Engineering,2406,GENERAL
IIT Madras,Aerospace,2451,GENERAL
IIT (BHU) Varanasi,Material Science,2467,OBC
IIT (BHU) Varanasi,Metallurgical Engineering,2476,OBC
IIT Kharagpur,Chemical Engineering,2477,GENERAL
IIT Kharagpur,Exploration Geophysics,2483,OBC
IIT Kanpur,Chemistry,2494,OBC
IIT Kharagpur,Aerospace Engineering,2499,GENERAL
IIT Delhi,Biochemical,2501,GENERAL
IIT Bombay,Metallurgical and Materials Engineering *,2502,GENERAL
IIT Mandi,Computer Engineering,2536,GENERAL
IIT Madras,Civil (any specialization),2540,GENERAL
IIT Guwahati,Engineering Physics,2582,GENERAL
ISM Dhanbad,Mining Engineering,2597,OBC
IIT Madras,Metallurgical Engineering,2632,GENERAL
IIT Kharagpur,Civil (any specialization),2633,GENERAL
IIT Roorkee,Polymer Science Technology,2641,OBC
IIT Patna,Computer Science and Engineering,2653,GENERAL
IIT Madras,Civil (Infrastructural),2662,GENERAL
IIT Madras,Biological Sciences,2671,OBC
IIT Guwahati,Biotechnology,2676,OBC
IIT Guwahati,Chemical Engineering,2676,GENERAL
IIT (BHU) Varanasi,Industrial Chemistry,2679,OBC
ISM Dhanbad,Mineral Engineering,2694,OBC
IIT (BHU) Varanasi,Mining Engineering,2726,OBC
IIT Kharagpur,Applied Geology,2757,OBC
IIT Bombay,Metallurgical and Materials Engineering *,2757,GENERAL
IIT Roorkee,Process Engineering with MBA,2758,OBC
IIT Kharagpur,Agriculture & Food *,2761,OBC
IIT Hydrabad,Engineering Science,2772,GENERAL
IIT Roorkee,Physics,2776,OBC
IIT Kharagpur,Aerospace,2792,GENERAL
IIT (BHU) Varanasi,Ceramic Engineering,2815,OBC
IIT Roorkee,Production Engineering,2817,GENERAL
ISM Dhanbad,Mineral Engineering (with M.Tech in Mineral),2822,OBC
IIT Madras,Aerospace *,2822,GENERAL
ISM Dhanbad,Mining Engineering with MBA,2828,OBC
ISM Dhanbad,Environmental Engineering,2842,OBC
IIT Roorkee,Geological Technology,2867,OBC
IIT Madras,Civil Engineering *,2873,GENERAL
IIT Jodhpur,Biologically-inspired,2879,OBC
IIT (BHU) Varanasi,Biochemical Engineering,2889,OBC
ISM Dhanbad,Computer Engineering,2913,GENERAL
IIT (BHU) Varanasi,Bioengineering,2947,OBC
IIT (BHU) Varanasi,Pharmaceutics,2972,OBC
IIT Ropar,Electrical Engineering,2973,GENERAL
IIT (BHU) Varanasi,Metallurgical Engineering,2977,GENERAL
IIT Guwahati,Civil Engineering,2990,GENERAL
IIT Hydrabad,Chemical Engineering,3010,GENERAL
IIT Kharagpur,Metallurgical Engineering,3017,GENERAL
IIT indore,Mechanical Engineering,3018,GENERAL
IIT (BHU) Varanasi,Civil Engineering,3025,GENERAL
IIT Ropar,Mechanical Engineering,3033,GENERAL
IIT Bhubaneshwar,Computer Engineering,3035,GENERAL
IIT Kharagpur,Manufacturing Science (M. Tech in Industrial Engineering & Management),3040,GENERAL
ISM Dhanbad,Applied Geophysics,3046,OBC
IIT indore,Electrical Engineering,3052,GENERAL
IIT Kharagpur,Chemistry,3090,OBC
IIT Madras,Engineering Design(Biomedical),3092,GENERAL
IIT Bhubaneshwar,Mechanical Engineering,3094,GENERAL
IIT (BHU) Varanasi,Chemical Engineering,3100,GENERAL
IIT Madras,Biological Engineering,3124,GENERAL
ISM Dhanbad,Electronics & Communication Engineering,3133,GENERAL
IIT Hydrabad,Civil Engineering,3134,GENERAL
ISM Dhanbad,Mechanical Engineering,3141,GENERAL
ISM Dhanbad,Applied Geology,3149,OBC
IIT Roorkee,Biotechnology,3192,GENERAL
IIT Kharagpur,Industrial Engineering (M. Tech in Industrial Engineering & Management),3233,GENERAL
IIT (BHU) Varanasi,Pharmaceutics,3237,OBC
IIT Madras,Naval Arch. & Ocean Engineering,3274,GENERAL
IIT Kharagpur,Quality Engineering Design& Manufacturing,3285,GENERAL
IIT (BHU) Varanasi,Civil with M. Tech in Structural Engineering,3314,GENERAL
IIT Kanpur,Biological Sc. & Bioengineering,3325,GENERAL
IIT Kharagpur,Metallurgical and Materials Engineering *,3340,GENERAL
IIT Bhubaneshwar,Electrical Engineering,3396,GENERAL
IIT Kharagpur,Economics,3416,GENERAL
IIT Kharagpur,Biotechnology & Biochemical Engineering,3421,GENERAL
IIT Madras,Metallurgical & Material Engineering,3430,GENERAL
IIT Jodhpur,Electrical Engineering,3474,GENERAL
IIT Madras,Naval Architecture & Ocean Engineering *,3484,GENERAL
IIT Mandi,Mechanical  Engineering,3486,GENERAL
IIT Guwahati,Chemical Technology,3494,GENERAL
ISM Dhanbad,Mining Engineering,3504,GENERAL
IIT Roorkee,Applied Mathematics,3538,GENERAL
IIT Roorkee,Metallurgical Engineering,3572,GENERAL
ISM Dhanbad,Electrical Engineering,3591,GENERAL
IIT Guwahati,Design,3594,GENERAL
IIT Kharagpur,Biotechnology & Biochemical Engineering,3725,GENERAL
IIT Madras,Naval Architecture & Ocean Engineering,3777,GENERAL
IIT Jodhpur,Mechanical Engineering,3780,GENERAL
IIT Kharagpur,Architecture,3849,OBC
IIT Roorkee,Architecture,3963,OBC
IIT Kharagpur,Mining Engineering,3976,GENERAL
IIT Gandhinagar,Chemical Engineering,4066,GENERAL
ISM Dhanbad,Petroleum Engineering,4128,GENERAL
IIT Kharagpur,Agricultural & Food Engineering,4139,GENERAL
IIT Patna,Electrical Engineering,4149,GENERAL
IIT Mandi,Electrical Engineering,4163,GENERAL
IIT (BHU) Varanasi,Engineering Physics,4209,GENERAL
IIT Roorkee,Process Engineering with MBA,4214,GENERAL
IIT Gandhinagar,Civil Engineering,4280,GENERAL
IIT Hydrabad,Engineering Physics,4312,GENERAL
ISM Dhanbad,Computer Science & Engineering,4358,GENERAL
IIT Patna,Mechanical Engineering,4483,GENERAL
IIT Kharagpur,Ocean Engineering & Naval Architecture Engineering,4536,GENERAL
IIT (BHU) Varanasi,Industrial Chemistry,4561,GENERAL
IIT Bhubaneshwar,Civil Engineering,4690,GENERAL
IIT Roorkee,Geophysical Technology,4701,GENERAL
IIT Kharagpur,Agriculture & Food *,4732,GENERAL
IIT Kharagpur,Architecture,4826,GENERAL
IIT Kharagpur,Exploration Geophysics,4827,GENERAL
ISM Dhanbad,Chemical Engineering,4940,GENERAL
ISM Dhanbad,Civil Engineering,4960,GENERAL
IIT Guwahati,Biotechnology,5004,GENERAL
IIT Kharagpur,Applied Geology,5012,GENERAL
IIT Jodhpur,Systems Science,5030,GENERAL
IIT Madras,Biological Sciences,5034,GENERAL
IIT Roorkee,Physics,5119,GENERAL
IIT (BHU) Varanasi,Material Science,5175,GENERAL
IIT (BHU) Varanasi,Metallurgical Engineering,5184,GENERAL
IIT Patna,Chemical Science and Technology,5215,GENERAL
IIT (BHU) Varanasi,Mining Engineering,5264,GENERAL
IIT Kharagpur,Mining Engineering,5288,GENERAL
IIT (BHU) Varanasi,Ceramic Engineering,5313,GENERAL
IIT Kharagpur,Chemistry,5410,GENERAL
IIT Roorkee,Architecture,5423,GENERAL
IIT Roorkee,Polymer Science Technology,5463,GENERAL
ISM Dhanbad,Electronics & Instrumentation Engineering,5671,GENERAL
ISM Dhanbad,Environmental Engineering,5677,GENERAL
ISM Dhanbad,Mathematics & Computing,5770,GENERAL
IIT Kharagpur,Mining Safety Engineering,5795,GENERAL
IIT Jodhpur,Biologically-inspired,5813,GENERAL
IIT (BHU) Varanasi,Mining Engineering,5876,GENERAL
IIT Roorkee,Geological Technology,5915,GENERAL
ISM Dhanbad,Mining Engineering,5937,GENERAL
ISM Dhanbad,Petroleum (with M. Tech in Petroleum Management),5994,GENERAL
IIT Roorkee,Pulp & Paper Engineering,6070,GENERAL
ISM Dhanbad,Mining Machinery,6296,GENERAL
IIT (BHU) Varanasi,Biochemical Engineering,6314,GENERAL
IIT (BHU) Varanasi,Bioengineering,6317,GENERAL
ISM Dhanbad,Applied Geology,6378,GENERAL
IIT (BHU) Varanasi,Ceramic Engineering,6535,GENERAL
ISM Dhanbad,Mining Engineering with MBA,6571,GENERAL
ISM Dhanbad,Mineral Engineering,6592,GENERAL
ISM Dhanbad,Applied Geophysics,6765,GENERAL
ISM Dhanbad,Mineral Engineering (with M.Tech in Mineral),6868,GENERAL
IIT (BHU) Varanasi,Pharmaceutics,7043,GENERAL
IIT (BHU) Varanasi,Pharmaceutics,7076,GENERAL
