Restaurant_Name,URLs
The Freq,https://www.zomato.com/mumbai/the-freq-1-cbd-belapur-navi-mumbai
Gupta Sandwiches & Snacks,https://www.zomato.com/mumbai/gupta-sandwiches-snacks-vashi-navi-mumbai
Gomantak,https://www.zomato.com/mumbai/gomantak-dadar-west
Srinathji's,https://www.zomato.com/mumbai/srinathjis-lower-parel
Vrindavan,https://www.zomato.com/mumbai/vrindavan-khar
Kitchen Garden by Suzette,https://www.zomato.com/mumbai/kitchen-garden-by-suzette-pali-hill-bandra-west
Pondichery Cafe - Sofitel,https://www.zomato.com/mumbai/pondichery-cafe-sofitel-bandra-kurla-complex
The DanSing Bottle,https://www.zomato.com/mumbai/the-dansing-bottle-manpada-thane-west-thane
All Elements,https://www.zomato.com/mumbai/all-elements-bandra-kurla-complex
Kala Ghoda Cafe,https://www.zomato.com/mumbai/kala-ghoda-cafe-fort
GupShup - Redefining Food,https://www.zomato.com/mumbai/gupshup-redefining-food-lower-parel
Gateway Taproom,https://www.zomato.com/mumbai/gateway-taproom-bandra-kurla-complex
Masala Mission,https://www.zomato.com/mumbai/masala-mission-vile-parle-east
BookMyShow Cafe,https://www.zomato.com/mumbai/bookmyshow-cafe-fort
Veg Sutra,https://www.zomato.com/mumbai/veg-sutra-lower-parel
McDonald's,https://www.zomato.com/mumbai/mcdonalds-borivali-west
Khichdi The Global Food,https://www.zomato.com/mumbai/khichdi-the-global-food-ghatkopar-west
Pancham Puriwala,https://www.zomato.com/mumbai/pancham-puriwala-fort
Food Adda,https://www.zomato.com/mumbai/food-adda-borivali-west
Barworks Eatery & Bar,https://www.zomato.com/mumbai/barworks-eatery-bar-airoli-navi-mumbai
Breathe,https://www.zomato.com/mumbai/breathe-mira-road
Le 15 Cafe,https://www.zomato.com/mumbai/le-15-cafe-colaba
Govinda's Restaurant,https://www.zomato.com/mumbai/govindas-restaurant-juhu
Govinda's Restaurant,https://www.zomato.com/mumbai/govindas-restaurant-juhu
Le 15 Cafe,https://www.zomato.com/mumbai/le-15-cafe-colaba
Granville IDC Kitchen,https://www.zomato.com/mumbai/granville-idc-kitchen-borivali-west
Gulshan-e-Iran,https://www.zomato.com/mumbai/gulshan-e-iran-cst
Escobar - Tapas Bar,https://www.zomato.com/mumbai/escobar-tapas-bar-linking-road-bandra-west
Eat Around the Corner,https://www.zomato.com/mumbai/eat-around-the-corner-pali-hill-bandra-west
The Punjabi's Kitchen,https://www.zomato.com/mumbai/the-punjabis-kitchen-chakala
New York Burrito Company,https://www.zomato.com/mumbai/new-york-burrito-company-charni-road
Meishi - The Park,https://www.zomato.com/mumbai/meishi-the-park-juhu
Khichdi Garden,https://www.zomato.com/mumbai/khichdi-garden-borivali-west
Jhatka,https://www.zomato.com/mumbai/jhatka-juhu
Piping Hot,https://www.zomato.com/mumbai/piping-hot-vile-parle-west
The Rolling Pin,https://www.zomato.com/mumbai/the-rolling-pin-lower-parel
Drifters Tap Station,https://www.zomato.com/mumbai/drifters-tap-station-bandra-kurla-complex
La Loca Maria,https://www.zomato.com/mumbai/la-loca-maria-pali-hill-bandra-west
Sarvodaya Pure Veg,https://www.zomato.com/mumbai/sarvodaya-pure-veg-near-andheri-east-station
Biryani Guru,https://www.zomato.com/mumbai/biryani-guru-cbd-belapur-navi-mumbai
GVC,https://www.zomato.com/mumbai/gvc-vile-parle-east
Hard Rock Cafe,https://www.zomato.com/mumbai/hard-rock-cafe-veera-desai-area
Hello Guppy - Noodle Bar,https://www.zomato.com/mumbai/hello-guppy-noodle-bar-bandra-kurla-complex
Chulha,https://www.zomato.com/mumbai/chulha-vashi-navi-mumbai
Akkad Bakkad Bombay Boo - AB3,https://www.zomato.com/mumbai/akkad-bakkad-bombay-boo-ab3-borivali-west
Bombay Naan House,https://www.zomato.com/mumbai/bombay-naan-house-1-malad-west
Shree Thaker Bhojanalay,https://www.zomato.com/mumbai/shree-thaker-bhojanalay-kalbadevi
Mad Over Donuts,https://www.zomato.com/mumbai/mad-over-donuts-powai
Cheelizza - India Ka Pizza,https://www.zomato.com/cheelizza
Hardeep Punjab,https://www.zomato.com/mumbai/hardeep-punjab-sion
Quesso Ristorante,https://www.zomato.com/mumbai/quesso-ristorante-oshiwara
Veggies,https://www.zomato.com/mumbai/veggies-castle-mill-thane-west
British Brewing Company,https://www.zomato.com/mumbai/british-brewing-company-majiwada-thane-west
The Big Flip Bar,https://www.zomato.com/mumbai/the-big-flip-bar-linking-road-bandra-west
Bombay Street Co.,https://www.zomato.com/mumbai/bombay-street-co-1-worli
Shibuii,https://www.zomato.com/mumbai/shibuii-hill-road-bandra-west
Origami Japanese and Korean Restaurant,https://www.zomato.com/mumbai/origami-japanese-and-korean-restaurant-powai
Ice Cream Factory,https://www.zomato.com/mumbai/ice-cream-factory-carter-road-bandra-west
Jumeirah Darbar,https://www.zomato.com/mumbai/jumeirah-darbar-goregaon-west
Chaubara 601,https://www.zomato.com/mumbai/chaubara-601-naupada-thane-west
K. Rustom Ice Cream,https://www.zomato.com/mumbai/k-rustom-ice-cream-churchgate
Markaz Restaurant,https://www.zomato.com/mumbai/markaz-restaurant-jogeshwari
Stacks And Racks,https://www.zomato.com/mumbai/stacks-and-racks-malad-west
Goa Portuguesa,https://www.zomato.com/mumbai/goa-portuguesa-mahim
Le Pain Quotidien,https://www.zomato.com/mumbai/le-pain-quotidien-powai
MM Mithaiwala,https://www.zomato.com/mumbai/mm-mithaiwala-malad-west
Crafters Tap House,https://www.zomato.com/mumbai/crafters-tap-house-powai
Lilt,https://www.zomato.com/mumbai/lilt-lower-parel
MM Mithaiwala,https://www.zomato.com/mumbai/mm-mithaiwala-malad-west
Crafters Tap House,https://www.zomato.com/mumbai/crafters-tap-house-powai
Lilt,https://www.zomato.com/mumbai/lilt-lower-parel
Banjara - Goldfinch Hotel,https://www.zomato.com/mumbai/banjara-goldfinch-hotel-mahakali
Mansion Bar & Lounge,https://www.zomato.com/mumbai/mansion-bar-lounge-mulund-west
Papa Pancho Da Dhaba,https://www.zomato.com/mumbai/papa-pancho-da-dhaba-pali-hill-bandra-west
Spice Republic,https://www.zomato.com/mumbai/spice-republic-borivali-west
The J,https://www.zomato.com/mumbai/the-j-churchgate
Bombay Coffee House,https://www.zomato.com/mumbai/bombay-coffee-house-linking-road-bandra-west
Soam,https://www.zomato.com/mumbai/soam-chowpatty
Biryani By Kilo,https://www.zomato.com/mumbai/biryani-by-kilo-mahakali
Alfredo's,https://www.zomato.com/mumbai/alfredos-andheri-lokhandwala
The Bayview Restaurant - Marine Plaza,https://www.zomato.com/mumbai/the-bayview-restaurant-marine-plaza-churchgate
Mainland China,https://www.zomato.com/mumbai/mainland-china-powai
Punjab Grill,https://www.zomato.com/mumbai/punjab-grill-bandra-kurla-complex
Yeti - The Himalayan Kitchen,https://www.zomato.com/mumbai/yeti-the-himalayan-kitchen-khar
The Cult - Peninsula Grand Hotel,https://www.zomato.com/mumbai/the-cult-peninsula-grand-hotel-sakinaka
Rajubhai Dhoklawala,https://www.zomato.com/mumbai/rajubhai-dhoklawala-kandivali-west
Hotel Laxmi Next,https://www.zomato.com/mumbai/hotel-laxmi-next-powai
Pratap The Dhaba,https://www.zomato.com/mumbai/pratap-the-dhaba-oshiwara
Effingut,https://www.zomato.com/mumbai/effingut-colaba
China Gate,https://www.zomato.com/mumbai/china-gate-1-linking-road-bandra-west
Cafe Armaan,https://www.zomato.com/mumbai/cafe-armaan-goregaon-west
Baraanaa - World Cocktail Bar & Kitchen,https://www.zomato.com/mumbai/baraanaa-world-cocktail-bar-kitchen-worli
Mulk,https://www.zomato.com/mumbai/mulk-andheri-lokhandwala
Global Quarters,https://www.zomato.com/mumbai/global-quarters-vikhroli
Kettle & Keg - Dining & Bar,https://www.zomato.com/mumbai/kettle-keg-dining-bar-7-bungalows
Tossin Pizza,https://www.zomato.com/mumbai/tossin-pizza-hill-road-bandra-west
Naayaab Kitchen,https://www.zomato.com/mumbai/naayaab-kitchen-chandivali
Lion Heart,https://www.zomato.com/mumbai/lion-heart-byculla
Sudarshan Veg Restaurant,https://www.zomato.com/mumbai/sudarshan-veg-restaurant-sakinaka
Kansar Pure Veg Thali,https://www.zomato.com/mumbai/kansar-pure-veg-thali-borivali-west
Krishna Restaurant,https://www.zomato.com/mumbai/krishna-restaurant-bandra-east
Pali Village Cafe,https://www.zomato.com/mumbai/pali-village-cafe-pali-hill-bandra-west
Spesso Gourmet Kitchen,https://www.zomato.com/mumbai/spesso-gourmet-kitchen-nariman-point
Carter's Blue,https://www.zomato.com/mumbai/carters-blue-fort
Northern Tadka,https://www.zomato.com/mumbai/northern-tadka-veera-desai-area
Xotik Cafe,https://www.zomato.com/mumbai/xotik-cafe-malad-east
Dum & Curry,https://www.zomato.com/mumbai/dum-curry-powai
February 30,https://www.zomato.com/mumbai/february-30-1-oshiwara
Kangan - The Westin Mumbai Garden City,https://www.zomato.com/mumbai/kangan-the-westin-mumbai-garden-city-goregaon-east
Imbiss,https://www.zomato.com/mumbai/imbiss-hill-road-bandra-west
Jimmy Boy,https://www.zomato.com/mumbai/jimmy-boy-fort
Wok Express - Chinese Wok,https://www.zomato.com/mumbai/wok-express-chinese-wok-pali-hill-bandra-west
Hare Rama Hare Krishna,https://www.zomato.com/mumbai/hare-rama-hare-krishna-chakala
Xotik Cafe,https://www.zomato.com/mumbai/xotik-cafe-malad-east
Dum & Curry,https://www.zomato.com/mumbai/dum-curry-powai
February 30,https://www.zomato.com/mumbai/february-30-1-oshiwara
Kangan - The Westin Mumbai Garden City,https://www.zomato.com/mumbai/kangan-the-westin-mumbai-garden-city-goregaon-east
Jimmy Boy,https://www.zomato.com/mumbai/jimmy-boy-fort
Wok Express - Chinese Wok,https://www.zomato.com/mumbai/wok-express-chinese-wok-pali-hill-bandra-west
Hare Rama Hare Krishna,https://www.zomato.com/mumbai/hare-rama-hare-krishna-chakala
Thane Pub Exchange,https://www.zomato.com/mumbai/thane-pub-exchange-khopat-thane-west-thane
Jain Subkuchh Food Plaza,https://www.zomato.com/mumbai/jain-subkuchh-food-plaza-malad-west
Deluxe Restaurant,https://www.zomato.com/mumbai/deluxe-restaurant-kurla
Cafe Arfa,https://www.zomato.com/mumbai/cafe-arfa-near-andheri-west-station
Noor Mohammadi Hotel,https://www.zomato.com/mumbai/noor-mohammadi-hotel-mohammad-ali-road
Sigree,https://www.zomato.com/mumbai/sigree-vashi-navi-mumbai
Drink Eat Repeat,https://www.zomato.com/mumbai/drink-eat-repeat-cbd-belapur-navi-mumbai
Seasonal Tastes - The Westin Mumbai Garden City,https://www.zomato.com/mumbai/seasonal-tastes-the-westin-mumbai-garden-city-goregaon-east
Oozo,https://www.zomato.com/mumbai/oozo-sakinaka
Shiv Sagar,https://www.zomato.com/mumbai/shiv-sagar-sakinaka
The Chocolate Heaven,https://www.zomato.com/mumbai/the-chocolate-heaven-mahim
Banana Leaf,https://www.zomato.com/mumbai/banana-leaf-7-bungalows
Seefah,https://www.zomato.com/mumbai/seefah-hill-road-bandra-west
Ikka - Pallavi Avida,https://www.zomato.com/mumbai/ikka-pallavi-avida-kalamboli-navi-mumbai
Cocoon- Dragonfly Hotel,https://www.zomato.com/mumbai/cocoon-dragonfly-hotel-chakala
East Asia - The Asian Fanfare,https://www.zomato.com/mumbai/east-asia-the-asian-fanfare-borivali-west
Mashal  By Bad Boyz,https://www.zomato.com/mumbai/mashal-by-bad-boyz-vasai
Aamzie,https://www.zomato.com/mumbai/aamzie-goregaon-west
Play - The Lounge,https://www.zomato.com/mumbai/play-the-lounge-marol
Zaika Restaurant & Party Hall,https://www.zomato.com/zaikabhayander
WTF!,https://www.zomato.com/mumbai/wtf-7-bungalows
The Bar Stock Exchange,https://www.zomato.com/mumbai/the-bar-stock-exchange-juhu
Fishland,https://www.zomato.com/mumbai/fishland-khopat-thane-west
Swati Snacks,https://www.zomato.com/mumbai/swati-snacks-tardeo
Anand Stall,https://www.zomato.com/mumbai/anand-stall-vile-parle-west
The Earth Plate - Sahara Star,https://www.zomato.com/mumbai/the-earth-plate-sahara-star-vile-parle-east
Rainforest Resto-Bar,https://www.zomato.com/mumbai/rainforest-resto-bar-cbd-belapur-navi-mumbai
Fly High,https://www.zomato.com/mumbai/fly-high-seawoods-navi-mumbai
The Yellow Chilli,https://www.zomato.com/mumbai/the-yellow-chilli-dadar-west
Thangabali,https://www.zomato.com/mumbai/thangabali-mahim
Slink & Bardot,https://www.zomato.com/mumbai/slink-bardot-worli
Veg Khajana,https://www.zomato.com/mumbai/veg-khajana-borivali-west
Frozen Bottle,https://www.zomato.com/mumbai/frozen-bottle-2-malad-west
3 Wise Monkeys,https://www.zomato.com/mumbai/3-wise-monkeys-veera-desai-area
Olive Bistro,https://www.zomato.com/mumbai/olive-bistro-goregaon-east
Rue Du Liban,https://www.zomato.com/mumbai/rue-du-liban-fort
Da Capo Cafe & Bistro,https://www.zomato.com/mumbai/da-capo-cafe-bistro-kharghar-navi-mumbai
Swaad,https://www.zomato.com/mumbai/swaad-vile-parle-west
Frozen Bottle,https://www.zomato.com/mumbai/frozen-bottle-2-malad-west
3 Wise Monkeys,https://www.zomato.com/mumbai/3-wise-monkeys-veera-desai-area
Olive Bistro,https://www.zomato.com/mumbai/olive-bistro-goregaon-east
Da Capo Cafe & Bistro,https://www.zomato.com/mumbai/da-capo-cafe-bistro-kharghar-navi-mumbai
Swaad,https://www.zomato.com/mumbai/swaad-vile-parle-west
The Earth Plate - Sahara Star,https://www.zomato.com/mumbai/the-earth-plate-sahara-star-vile-parle-east
Shawarmaji,https://www.zomato.com/mumbai/shawarmaji-vasant-vihar-thane-west-thane
Slink & Bardot,https://www.zomato.com/mumbai/slink-bardot-worli
Rue Du Liban,https://www.zomato.com/mumbai/rue-du-liban-fort
Martand Misal,https://www.zomato.com/mumbai/martand-misal-parel
Trishna,https://www.zomato.com/mumbai/trishna-fort
Hotel Deluxe,https://www.zomato.com/mumbai/hotel-deluxe-fort
Vrindavan,https://www.zomato.com/mumbai/vrindavan-azad-nagar
Relish - International Veg Cuisine,https://www.zomato.com/mumbai/relish-international-veg-cuisine-churchgate
Green Tadka,https://www.zomato.com/mumbai/green-tadka-goregaon-west
Wasabi By Morimoto - The Taj Mahal Palace,https://www.zomato.com/mumbai/wasabi-by-morimoto-the-taj-mahal-palace-colaba
Subway,https://www.zomato.com/mumbai/subway-chakala
90ML Bar & Kitchen,https://www.zomato.com/mumbai/90ml-bar-kitchen-bandra-east
Ziya - The Oberoi Mumbai,https://www.zomato.com/mumbai/ziya-the-oberoi-mumbai-nariman-point
Cafe Delhi Heights,https://www.zomato.com/mumbai/cafe-delhi-heights-1-lower-parel
Kode,https://www.zomato.com/mumbai/kode-3-lower-parel
Taj Mahal Tea House,https://www.zomato.com/mumbai/taj-mahal-tea-house-reclamation-bandra-west
The Beer Cafe,https://www.zomato.com/mumbai/the-beer-cafe-churchgate
The Boston Cupcakery,https://www.zomato.com/mumbai/the-boston-cupcakery-andheri-lokhandwala
Mumbai 90,https://www.zomato.com/mumbai/mumbai-90-goregaon-west
Bang Bang By Bad Boyz,https://www.zomato.com/mumbai/bang-bang-by-bad-boyz-vasai
Konkani Haus Restaurant & Bar,https://www.zomato.com/mumbai/konkani-haus-restaurant-bar-panch-pakhadi-thane-west-thane
Hammer & Song,https://www.zomato.com/mumbai/hammer-song-cuffe-parade
The Stables - Peninsula Redpine,https://www.zomato.com/mumbai/the-stables-peninsula-redpine-marol
Sindhful,https://www.zomato.com/mumbai/sindhful-khar
Ten One,https://www.zomato.com/mumbai/ten-one-borivali-west
Kathi Kabab Roll,https://www.zomato.com/mumbai/kathi-kabab-roll-lower-parel
Gypsy Corner,https://www.zomato.com/mumbai/gypsy-corner-dadar-shivaji-park
Metkut,https://www.zomato.com/mumbai/metkut-naupada-thane-west
The Food Town,https://www.zomato.com/mumbai/the-food-town-dombivali-east-thane
Boardwalk by Flamboyante,https://www.zomato.com/mumbai/boardwalk-by-flamboyante-alibaug
New Ajwa Family Restaurant,https://www.zomato.com/mumbai/new-ajwa-family-restaurant-marol
Rama Krishna,https://www.zomato.com/mumbai/rama-krishna-vile-parle-east
The Patisserie Lab,https://www.zomato.com/mumbai/the-patisserie-lab-goregaon-west
Bindaas Begum Rockin' Raja,https://www.zomato.com/mumbai/bindaas-begum-rockin-raja-mulund-west
The Bombay Cartel,https://www.zomato.com/mumbai/the-bombay-cartel-breach-candy
Turkey Central,https://www.zomato.com/mumbai/turkey-central-juhu
Mamagoto,https://www.zomato.com/mumbai/mamagoto-hill-road-bandra-west
Prakash Shakahari Upahaar Kendra,https://www.zomato.com/mumbai/prakash-shakahari-upahaar-kendra-dadar-shivaji-park
Brew House Cafe,https://www.zomato.com/mumbai/brew-house-cafe-cbd-belapur-navi-mumbai
Vasant Sagar,https://www.zomato.com/mumbai/vasant-sagar-nariman-point
Namah,https://www.zomato.com/mumbai/namah-borivali-west
Gokul,https://www.zomato.com/mumbai/gokul-colaba
Foodynians,https://www.zomato.com/mumbai/foodynians-1-airoli-navi-mumbai
Hoppumm,https://www.zomato.com/mumbai/hoppumm-pali-hill-bandra-west
Shabari,https://www.zomato.com/mumbai/shabari-andheri-lokhandwala
Vanilla Beans,https://www.zomato.com/mumbai/vanilla-beans-bandra-talao-bandra-west
Khasiyat The Paratha House,https://www.zomato.com/mumbai/khasiyat-the-paratha-house-vile-parle-west
Sea Lounge - The Taj Mahal Palace,https://www.zomato.com/mumbai/sea-lounge-the-taj-mahal-palace-colaba
Pali Bhavan,https://www.zomato.com/mumbai/pali-bhavan-pali-hill-bandra-west
The Chocolate Room,https://www.zomato.com/mumbai/the-chocolate-room-borivali-west
Savage Bar & Kitchen,https://www.zomato.com/mumbai/savage-bar-kitchen-juhu
Aavakay,https://www.zomato.com/mumbai/aavakay-kandivali-east
Atrangi Kitchen,https://www.zomato.com/mumbai/atrangi-kitchen-goregaon-west
Froozo,https://www.zomato.com/mumbai/froozo-malad-west
Atrangi Kitchen,https://www.zomato.com/mumbai/atrangi-kitchen-goregaon-west
Froozo,https://www.zomato.com/mumbai/froozo-malad-west
Chopsticks,https://www.zomato.com/mumbai/chopsticks-vikhroli
Cafe Marol,https://www.zomato.com/mumbai/cafe-marol-marol
The Table,https://www.zomato.com/mumbai/the-table-colaba
The Culture House,https://www.zomato.com/mumbai/the-culture-house-girgaum
The Playlist Pizzeria Music Bar & Cafe,https://www.zomato.com/mumbai/the-playlist-pizzeria-music-bar-cafe-azad-nagar
Jai Jawan,https://www.zomato.com/mumbai/jai-jawan-linking-road-bandra-west
Dinshaw's Xpress Cafe,https://www.zomato.com/mumbai/dinshaws-xpress-cafe-borivali-west
International Baking Company,https://www.zomato.com/mumbai/international-baking-company-mira-road
The Duplex Cafe and Bar,https://www.zomato.com/mumbai/the-duplex-cafe-and-bar-veera-desai-area
Trench Restro Lounge By The Chocolate Room,https://www.zomato.com/mumbai/trench-restro-lounge-by-the-chocolate-room-4-bungalows
Farmhouse - The Bistro Dhaba,https://www.zomato.com/mumbai/farmhouse-the-bistro-dhaba-kalwa-thane
New Airport Restaurant,https://www.zomato.com/mumbai/new-airport-restaurant-marol
Maji Sagar,https://www.zomato.com/mumbai/maji-sagar-1-tardeo
Cream Centre,https://www.zomato.com/mumbai/cream-centre-chowpatty
Breadkraft,https://www.zomato.com/mumbai/breadkraft-andheri-lokhandwala
Libon - The Cake Expert,https://www.zomato.com/mumbai/libon-the-cake-expert-mira-road
Malhar Lunch Home,https://www.zomato.com/mumbai/malhar-lunch-home-mira-road
Kath N Ghat,https://www.zomato.com/mumbai/kath-n-ghat-panch-pakhadi-thane-west
Shiv Sagar,https://www.zomato.com/mumbai/shiv-sagar-lower-parel
Vinay Health Home,https://www.zomato.com/mumbai/vinay-health-home-charni-road
99 Pancakes,https://www.zomato.com/mumbai/99-pancakes-fort
Family Tree,https://www.zomato.com/mumbai/family-tree-panch-pakhadi-thane-west
Bake House Cafe,https://www.zomato.com/mumbai/bake-house-cafe-fort
Flamboyante,https://www.zomato.com/mumbai/flamboyante-cuffe-parade
Earth Cafe @ Waterfield,https://www.zomato.com/mumbai/earth-cafe-@-waterfield-1-linking-road-bandra-west
Peco Peco,https://www.zomato.com/mumbai/peco-peco-powai
Hotel Shalu,https://www.zomato.com/mumbai/hotel-shalu-dombivali-east
B Merwan,https://www.zomato.com/mumbai/b-merwan-grant-road
Amar Juice Centre,https://www.zomato.com/mumbai/amar-juice-centre-marol
Amritsar Express,https://www.zomato.com/mumbai/amritsar-express-malad-west
Nav Gomantak,https://www.zomato.com/mumbai/nav-gomantak-panch-pakhadi-thane-west
The Society Restaurant - The Ambassador Hotel,https://www.zomato.com/mumbai/the-society-restaurant-the-ambassador-hotel-churchgate
The Third House,https://www.zomato.com/mumbai/the-third-house-andheri-lokhandwala
Thick Shake Club,https://www.zomato.com/mumbai/thick-shake-club-mira-road
Rassasy By Barcelos,https://www.zomato.com/mumbai/rassasy-by-barcelos-marol
The Red Turtle - Pan Asian Bistro,https://www.zomato.com/mumbai/the-red-turtle-pan-asian-bistro-malad-west
Mumbai Canteen Resto Bar,https://www.zomato.com/mumbai/mumbai-canteen-resto-bar-goregaon-east
Mastani Falooda,https://www.zomato.com/mumbai/mastani-falooda-goregaon-west
Jumjoji - The Parsi Diner,https://www.zomato.com/mumbai/jumjoji-the-parsi-diner-marol
The Masala Bistro,https://www.zomato.com/mumbai/the-masala-bistro-manpada-thane-west-thane
Farmhouse Global Cuisine Restaurant,https://www.zomato.com/mumbai/farmhouse-global-cuisine-restaurant-vasai
Ostaad,https://www.zomato.com/mumbai/ostaad-lower-parel
Kill No Kalorie,https://www.zomato.com/mumbai/kill-no-kalorie-naupada-thane-west
Jyran - Sofitel,https://www.zomato.com/mumbai/jyran-sofitel-bandra-kurla-complex
The Masala Bistro,https://www.zomato.com/mumbai/the-masala-bistro-manpada-thane-west-thane
The Bombay Earth -  Eskay Resorts,https://www.zomato.com/mumbai/the-bombay-earth-eskay-resorts-borivali-west
Angel Dosa Centre,https://www.zomato.com/mumbai/angel-dosa-centre-khopat-thane-west
Satellite,https://www.zomato.com/mumbai/satellite-veera-desai-area
The House Of Misal,https://www.zomato.com/mumbai/the-house-of-misal-2-dadar-west
Veg Sutra,https://www.zomato.com/mumbai/veg-sutra-kurla
Anda Apna Apna,https://www.zomato.com/mumbai/anda-apna-apna-azad-nagar
Navaratna,https://www.zomato.com/mumbai/navaratna-airoli-navi-mumbai
Dabba Garam,https://www.zomato.com/mumbai/dabba-garam-owale-thane-west-thane
Maharashtra Lunch Home,https://www.zomato.com/mumbai/maharashtra-lunch-home-nerul-navi-mumbai
PJ's,https://www.zomato.com/mumbai/pjs-pali-hill-bandra-west
Laxmi Balaji Snacks Corner,https://www.zomato.com/mumbai/laxmi-balaji-snacks-corner-goregaon-west
Brownie Point,https://www.zomato.com/mumbai/brownie-point-pali-hill-bandra-west
Garde Manger Cafe,https://www.zomato.com/mumbai/garde-manger-cafe-vile-parle-east
Lashkara By Punjab Sweet House,https://www.zomato.com/mumbai/lashkara-by-punjab-sweet-house-pali-hill-bandra-west
Ticca Tikka,https://www.zomato.com/ticcatikka
Bar Tales,https://www.zomato.com/mumbai/bar-tales-mulund-west
Nasi And Mee,https://www.zomato.com/mumbai/nasi-and-mee-marol
Ming Yang - Taj Lands End,https://www.zomato.com/mumbai/ming-yang-taj-lands-end-bandstand-bandra-west
Bawan Masala,https://www.zomato.com/mumbai/bawan-masala-malad-west
The Colonial Palate,https://www.zomato.com/mumbai/the-colonial-palate-fort
South Tiffin House,https://www.zomato.com/mumbai/south-tiffin-house-kandivali-west
Piazza Napoli,https://www.zomato.com/mumbai/piazza-napoli-parel
Curry Culture,https://www.zomato.com/mumbai/curry-culture-powai
Woodside Inn,https://www.zomato.com/mumbai/woodside-inn-colaba
Joe's Pizza,https://www.zomato.com/mumbai/joes-pizza-khar
Rajasthan,https://www.zomato.com/mumbai/rajasthan-khar
Pratap Lunch Home,https://www.zomato.com/mumbai/pratap-lunch-home-fort
Eat Pray Luv,https://www.zomato.com/mumbai/eat-pray-luv-charni-road
The Post Office Bistro & Bar,https://www.zomato.com/mumbai/the-post-office-bistro-bar-vasai
Jughead's,https://www.zomato.com/mumbai/jugheads-marol
Theko - Bar & Kitchen,https://www.zomato.com/mumbai/theko-bar-kitchen-vile-parle-east
Caffe Ritazza,https://www.zomato.com/mumbai/caffe-ritazza-khar
House of Mandarin,https://www.zomato.com/mumbai/house-of-mandarin-hill-road-bandra-west
Kokani Katta,https://www.zomato.com/mumbai/kokani-katta-3-mira-road
Ripsey,https://www.zomato.com/mumbai/ripsey-chembur
Bombay Eatery,https://www.zomato.com/mumbai/bombay-eatery-borivali-west
Copper Cabana,https://www.zomato.com/mumbai/copper-cabana-sakinaka
Tryst,https://www.zomato.com/mumbai/tryst-lower-parel
Vasundhara,https://www.zomato.com/mumbai/vasundhara-vashi-navi-mumbai
Pishu's,https://www.zomato.com/mumbai/pishus-andheri-lokhandwala
New Shanghai,https://www.zomato.com/mumbai/new-shanghai-santacruz-west
Foodway Inn,https://www.zomato.com/mumbai/foodway-inn-nerul-navi-mumbai
Tea Terminal,https://www.zomato.com/mumbai/tea-terminal-fort
Raju's Kitchen,https://www.zomato.com/mumbai/rajus-kitchen-borivali-east
All Stir Fry,https://www.zomato.com/mumbai/all-stir-fry-colaba
Delhi Zaika,https://www.zomato.com/mumbai/delhi-zaika-grant-road
THE THEKAA,https://www.zomato.com/mumbai/the-thekaa-malad-west
Toast - Bistro & Bar,https://www.zomato.com/mumbai/toast-bistro-bar-marol
Village - The soul of India,https://www.zomato.com/mumbai/village-the-soul-of-india-kandivali-east
Oye Teri - The Kulcha Kulture,https://www.zomato.com/mumbai/oye-teri-the-kulcha-kulture-borivali-west
Tawa Twist,https://www.zomato.com/mumbai/tawa-twist-goregaon-east
Kokum,https://www.zomato.com/mumbai/kokum-vasai
Flying Wok,https://www.zomato.com/mumbai/flying-wok-andheri-lokhandwala
Chotemiyan,https://www.zomato.com/mumbai/chotemiyan-goregaon-west
Messy Bowl,https://www.zomato.com/mumbai/messy-bowl-matunga-east
Chai Pe Charcha,https://www.zomato.com/mumbai/chai-pe-charcha-mulund-west
White Charcoal - The Empresa Hotel,https://www.zomato.com/mumbai/white-charcoal-the-empresa-hotel-1-andheri-lokhandwala
Manuhaar - Sahara Star,https://www.zomato.com/mumbai/manuhaar-sahara-star-vile-parle-east
Madras Diaries,https://www.zomato.com/mumbai/madras-diaries-linking-road-bandra-west
Balaji Pure Veg,https://www.zomato.com/mumbai/balaji-pure-veg-goregaon-east
Copa,https://www.zomato.com/mumbai/copa-juhu
Radhe Shyam,https://www.zomato.com/mumbai/radhe-shyam-lower-parel
Saroj,https://www.zomato.com/mumbai/saroj-chembur
Blisss,https://www.zomato.com/mumbai/blisss-chembur
Foodway,https://www.zomato.com/mumbai/foodway-bhandup
Prashant Corner,https://www.zomato.com/mumbai/prashant-corner-panch-pakhadi-thane-west
Utsav Cuisine,https://www.zomato.com/mumbai/utsav-cuisine-powai
Made In China,https://www.zomato.com/mumbai/made-in-china-goregaon-west
Lokomades,https://www.zomato.com/mumbai/lokomades-pali-hill-bandra-west
High Point,https://www.zomato.com/mumbai/high-point-andheri-lokhandwala
Tiara Restaurant & Bar - Meluha The Fern,https://www.zomato.com/mumbai/tiara-restaurant-bar-meluha-the-fern-powai
B Desi,https://www.zomato.com/mumbai/b-desi-veera-desai-area
Hrezzo,https://www.zomato.com/mumbai/hrezzo-2-ghatkopar-west
B Desi,https://www.zomato.com/mumbai/b-desi-veera-desai-area
Hrezzo,https://www.zomato.com/mumbai/hrezzo-2-ghatkopar-west
Bombay 63,https://www.zomato.com/mumbai/bombay-63-malad-east
