Restaurant_Name,URLs
Kapital Kitchen,https://www.zomato.com/mumbai/kapital-kitchen-goregaon-west
Vista - Taj Lands End,https://www.zomato.com/mumbai/vista-taj-lands-end-bandstand-bandra-west
Angrezi Patiyalaa,https://www.zomato.com/mumbai/angrezi-patiyalaa-andheri-lokhandwala
Stadia Sports Cafe,https://www.zomato.com/mumbai/stadia-sports-cafe-mira-road
The Good Food Co.,https://www.zomato.com/mumbai/the-good-food-co-matunga-east
Culinary Tales,https://www.zomato.com/mumbai/culinary-tales-veera-desai-area
South of Vindhyas - The Orchid,https://www.zomato.com/mumbai/south-of-vindhyas-the-orchid-vile-parle-east
Hotel Sunny,https://www.zomato.com/mumbai/hotel-sunny-chembur
Autumn Bar & Bistro,https://www.zomato.com/mumbai/autumn-bar-bistro-veera-desai-area
Jia The Oriental Kitchen,https://www.zomato.com/mumbai/jia-the-oriental-kitchen-colaba
The Food Blog,https://www.zomato.com/mumbai/the-food-blog-ghatkopar-east
Sweet Bengal,https://www.zomato.com/mumbai/sweet-bengal-powai
The Pantry,https://www.zomato.com/mumbai/the-pantry-fort
Satkar Rice Plate House,https://www.zomato.com/mumbai/satkar-rice-plate-house-goregaon-east
Cafe Mysore,https://www.zomato.com/mumbai/cafe-mysore-matunga-east
Merwans,https://www.zomato.com/mumbai/merwans-chembur
Yari Zaikaa,https://www.zomato.com/mumbai/yari-zaikaa-versova
Golden Dhaba,https://www.zomato.com/mumbai/golden-dhaba-kurla
Not Just Parathas,https://www.zomato.com/mumbai/not-just-parathas-bhayandar
Waffles By Di Bella,https://www.zomato.com/mumbai/waffles-by-di-bella-1-vikhroli
Meraki,https://www.zomato.com/mumbai/meraki-1-malad-west
Jamie's Pizzeria by Jamie Oliver,https://www.zomato.com/mumbai/jamies-pizzeria-by-jamie-oliver-lower-parel
Chenab,https://www.zomato.com/mumbai/chenab-vashi-navi-mumbai
Sandoitchi,https://www.zomato.com/mumbai/sandoitchi-powai
AT MRP,https://www.zomato.com/mumbai/at-mrp-oshiwara
Roar,https://www.zomato.com/mumbai/roar-vashi-navi-mumbai
Masque,https://www.zomato.com/mumbai/masque-mahalaxmi
Stir Fry Grill,https://www.zomato.com/mumbai/stir-fry-grill-malad-west
Live It Up,https://www.zomato.com/mumbai/live-it-up-vashi-navi-mumbai
Rajbari Rasoi,https://www.zomato.com/mumbai/rajbari-rasoi-andheri-lokhandwala
Bukhara Bar And Kitchen,https://www.zomato.com/mumbai/bukhara-bar-and-kitchen-malad-west
Little Loco Pops,https://www.zomato.com/mumbai/little-loco-pops-malad-west
Winkingg Owl,https://www.zomato.com/mumbai/winkingg-owl-mira-road
Monkey Bar,https://www.zomato.com/mumbai/monkey-bar-linking-road-bandra-west
Samvene - The Bagel Cafe,https://www.zomato.com/mumbai/samvene-the-bagel-cafe-malad-west
Facing East,https://www.zomato.com/mumbai/facing-east-juhu
Dale's Eden Cake Shop,https://www.zomato.com/mumbai/dales-eden-cake-shop-andheri-lokhandwala
Cafe Irani Chaii,https://www.zomato.com/mumbai/cafe-irani-chaii-mahim
Crystal,https://www.zomato.com/mumbai/crystal-chowpatty
Cake Walk 72,https://www.zomato.com/mumbai/cake-walk-72-chandivali
Tandoor Tawa Aur Karahi,https://www.zomato.com/mumbai/tandoor-tawa-aur-karahi-kasarvadavli-thane-west
Chantilly,https://www.zomato.com/mumbai/chantilly-pali-hill-bandra-west
Malvan Tadka,https://www.zomato.com/mumbai/malvan-tadka-panch-pakhadi-thane-west-thane
Tippling Street,https://www.zomato.com/mumbai/tippling-street-juhu
Veg Canteen,https://www.zomato.com/mumbai/veg-canteen-manpada-thane-west-thane
Big Binge Co.,https://www.zomato.com/mumbai/big-binge-co-vile-parle-east
Loco Loca,https://www.zomato.com/mumbai/loco-loca-andheri-lokhandwala
Diva Maharashtracha,https://www.zomato.com/mumbai/diva-maharashtracha-mahim
Nanuji- By Nanumal Bhojraj,https://www.zomato.com/mumbai/nanuji-by-nanumal-bhojraj-kharghar-navi-mumbai
Spin City Kitchen & Bar,https://www.zomato.com/mumbai/spin-city-kitchen-bar-borivali-west
Ring Thy Foods,https://www.zomato.com/mumbai/ring-thy-foods-hiranandani-estate-thane-west-thane
Cardboard,https://www.zomato.com/mumbai/cardboard-bandra-kurla-complex
HYDE,https://www.zomato.com/mumbai/hyde-fort
Haji Ali Juice Center,https://www.zomato.com/mumbai/haji-ali-juice-center-mahalaxmi
Lounge 18,https://www.zomato.com/mumbai/lounge-18-vasant-vihar-thane-west
PEFE,https://www.zomato.com/mumbai/pefe-andheri-lokhandwala
Achija,https://www.zomato.com/mumbai/achija-1-ghatkopar-east
Hamdan Restaurant,https://www.zomato.com/mumbai/hamdan-restaurant-marol
Cult,https://www.zomato.com/mumbai/cult-vashi-navi-mumbai
Jaslok Sweet,https://www.zomato.com/mumbai/jaslok-sweet-near-andheri-east-station
Kinara Dhaba,https://www.zomato.com/mumbai/kinara-dhaba-vasai
Around d' Globe,https://www.zomato.com/mumbai/around-d-globe-1-borivali-west
La Folie Lab,https://www.zomato.com/mumbai/la-folie-lab-hill-road-bandra-west
The Bombay Dhaba,https://www.zomato.com/mumbai/the-bombay-dhaba-1-kalwa
New Food Inn,https://www.zomato.com/mumbai/new-food-inn-marol
Dhaba Cafe,https://www.zomato.com/mumbai/dhaba-cafe-1-vashi-navi-mumbai
Bikkgane Biryani,https://www.zomato.com/mumbai/bikkgane-biryani-vikhroli
Rahat Darbar,https://www.zomato.com/mumbai/rahat-darbar-marol
Mumbai Palace Kitchen & Bar,https://www.zomato.com/mumbai/mumbai-palace-kitchen-bar-ghansoli-navi-mumbai
Ice Lab,https://www.zomato.com/mumbai/ice-lab-chowpatty
TNBT : The Next Big Thing,https://www.zomato.com/mumbai/tnbt-the-next-big-thing-chowpatty
Plate & Pint,https://www.zomato.com/mumbai/plate-pint-kemps-corner
Caravan Serai,https://www.zomato.com/mumbai/caravan-serai-linking-road-bandra-west
Asian Kitchen - Four Points by Sheraton,https://www.zomato.com/mumbai/asian-kitchen-four-points-by-sheraton-vashi-navi-mumbai
Village - The Soul Of India,https://www.zomato.com/mumbai/village-the-soul-of-india-vashi-navi-mumbai
Candy and Green,https://www.zomato.com/mumbai/candy-and-green-breach-candy
Brewbot Eatery & Pub Brewery,https://www.zomato.com/mumbai/brewbot-eatery-pub-brewery-veera-desai-area
The Kitchen,https://www.zomato.com/mumbai/the-kitchen-vasant-vihar-thane-west-thane
Ceremonial Kitchen & Co,https://www.zomato.com/mumbai/ceremonial-kitchen-co-ghodbunder-road-thane
White Peacock,https://www.zomato.com/mumbai/white-peacock-khar
Miniya Turk,https://www.zomato.com/mumbai/miniya-turk-andheri-lokhandwala
Pasteleria By Loco Loca,https://www.zomato.com/mumbai/pasteleria-by-loco-loca-andheri-lokhandwala
Jaamvan Bar -  Eskay Resorts,https://www.zomato.com/mumbai/jaamvan-bar-eskay-resorts-borivali-west
Soy Street,https://www.zomato.com/mumbai/soy-street-vashi-navi-mumbai
The Fork Tale,https://www.zomato.com/mumbai/the-fork-tale-fort
Tea Pea Cafe,https://www.zomato.com/mumbai/tea-pea-cafe-malad-west
Kenzen,https://www.zomato.com/mumbai/kenzen-linking-road-bandra-west
Ceremonial Kitchen & Co,https://www.zomato.com/mumbai/ceremonial-kitchen-co-ghodbunder-road-thane
Kenzen,https://www.zomato.com/mumbai/kenzen-linking-road-bandra-west
Brewbot Eatery & Pub Brewery,https://www.zomato.com/mumbai/brewbot-eatery-pub-brewery-veera-desai-area
Sheetal Bukhara,https://www.zomato.com/mumbai/sheetal-bukhara-khar
Grills and Rice,https://www.zomato.com/mumbai/grills-and-rice-byculla
Madhuram,https://www.zomato.com/mumbai/madhuram-virar
Hari Om,https://www.zomato.com/mumbai/hari-om-majiwada-thane-west-thane
WTC Pasta,https://www.zomato.com/mumbai/wtc-pasta-3-malad-west
Rolls on Coals,https://www.zomato.com/mumbai/rolls-on-coals-nalasopara
The Food Foundry,https://www.zomato.com/mumbai/the-food-foundry-kopar-khairane-navi-mumbai
Ottoman Café,https://www.zomato.com/mumbai/ottoman-café-andheri-lokhandwala
Rioz Sasa Chillout,https://www.zomato.com/mumbai/rioz-sasa-chillout-1-kharghar-navi-mumbai
Spukies - The Veg Sigree,https://www.zomato.com/mumbai/spukies-the-veg-sigree-goregaon-east
Ganga Vihar,https://www.zomato.com/mumbai/ganga-vihar-matunga-west
Bhukkha Sher,https://www.zomato.com/mumbai/bhukkha-sher-4-bungalows
Bohemian Brew,https://www.zomato.com/mumbai/bohemian-brew-khar
India Bistro,https://www.zomato.com/mumbai/india-bistro-chembur
Queen Margherita's Pizzeria,https://www.zomato.com/mumbai/queen-margheritas-pizzeria-malad-west
Shalom,https://www.zomato.com/mumbai/shalom-2-chembur
Juss by Sindhful,https://www.zomato.com/mumbai/juss-by-sindhful-khar
The Bombay Curry,https://www.zomato.com/mumbai/the-bombay-curry-3-khar
Royale Masterchef Finedine and Bar,https://www.zomato.com/mumbai/royale-masterchef-finedine-and-bar-dahisar-west
New Modern Cafe,https://www.zomato.com/mumbai/new-modern-cafe-dombivali-east
Kitchen Stories,https://www.zomato.com/mumbai/kitchen-stories-pali-hill-bandra-west
TBG- The Biryani Guys,https://www.zomato.com/mumbai/tbg-the-biryani-guys-andheri-lokhandwala
Pallavi Veg Restaurant,https://www.zomato.com/mumbai/pallavi-veg-restaurant-near-andheri-east-station
Bhagat Tarachand,https://www.zomato.com/mumbai/bhagat-tarachand-1-ghatkopar-east
Neopolitan Pizza,https://www.zomato.com/mumbai/neopolitan-pizza-panch-pakhadi-thane-west
BFF-Bombay Food Fiesta,https://www.zomato.com/mumbai/bff-bombay-food-fiesta-kandivali-west
Sandwizzaa,https://www.zomato.com/mumbai/sandwizzaa-andheri-lokhandwala
Laxmi Chhaya,https://www.zomato.com/mumbai/laxmi-chhaya-andheri-lokhandwala
Mitran Da Dhaba,https://www.zomato.com/mumbai/mitran-da-dhaba-bhandup
Cafe Free India,https://www.zomato.com/mumbai/cafe-free-india-lower-parel
Mao Chinese Garden,https://www.zomato.com/mumbai/mao-chinese-garden-mazgaon
Mr. Restro,https://www.zomato.com/mumbai/mr-restro-cbd-belapur-navi-mumbai
SardaarJi,https://www.zomato.com/mumbai/sardaarji-andheri-lokhandwala
Bombay Vintage,https://www.zomato.com/mumbai/bombay-vintage-1-colaba
Stir Fry Express,https://www.zomato.com/mumbai/stir-fry-express-andheri-lokhandwala
Faasos,https://www.zomato.com/mumbai/faasos-1-powai
Mystery Box,https://www.zomato.com/mumbai/mystery-box-malad-west
Landmark Restaurant Veg Diet,https://www.zomato.com/LandmarkRestaurantVegDiet
Ray's Cafe & Pizzeria,https://www.zomato.com/mumbai/rays-cafe-pizzeria-hill-road-bandra-west
The Salad Bar & Walnut Cafe,https://www.zomato.com/mumbai/the-salad-bar-walnut-cafe-vashi-navi-mumbai
Aquafire Restaurant,https://www.zomato.com/mumbai/aquafire-restaurant-vile-parle-east
Genuine Broaster Chicken,https://www.zomato.com/mumbai/genuine-broaster-chicken-vashi-navi-mumbai
Go Biryan,https://www.zomato.com/mumbai/go-biryan-andheri-lokhandwala
Whatta Waffle!,https://www.zomato.com/mumbai/whatta-waffle-matunga-east
Pind-Flavours of Hind,https://www.zomato.com/mumbai/pind-flavours-of-hind-4-bungalows
Keiba,https://www.zomato.com/mumbai/keiba-mahalaxmi
Kulfidaar Kafe,https://www.zomato.com/mumbai/kulfidaar-kafe-ghatkopar-east
Poush - Essence of Kashmir,https://www.zomato.com/mumbai/poush-essence-of-kashmir-malad-west
And It Was Called Yellow,https://www.zomato.com/mumbai/and-it-was-called-yellow-reclamation-bandra-west
Half Ticket,https://www.zomato.com/mumbai/half-ticket-hiranandani-estate-thane-west-thane
Shahnaz,https://www.zomato.com/mumbai/shahnaz-mahim
Hangout Cakes & More,https://www.zomato.com/mumbai/hangout-cakes-more-malad-west
Deepak,https://www.zomato.com/mumbai/deepak-borivali-west
Annaleela,https://www.zomato.com/mumbai/annaleela-marol
Pizza Factory,https://www.zomato.com/mumbai/pizza-factory-girgaum
Celebrations 365,https://www.zomato.com/mumbai/celebrations-365-bandra-east
D's Kitchen,https://www.zomato.com/mumbai/ds-kitchen-bhayandar
Poush - Essence of Kashmir,https://www.zomato.com/mumbai/poush-essence-of-kashmir-malad-west
Half Ticket,https://www.zomato.com/mumbai/half-ticket-hiranandani-estate-thane-west-thane
Pind-Flavours of Hind,https://www.zomato.com/mumbai/pind-flavours-of-hind-4-bungalows
Ray's Cafe & Pizzeria,https://www.zomato.com/mumbai/rays-cafe-pizzeria-hill-road-bandra-west
Momoman,https://www.zomato.com/mumbai/momoman-bandstand-bandra-west
Shahnaz,https://www.zomato.com/mumbai/shahnaz-mahim
Hangout Cakes & More,https://www.zomato.com/mumbai/hangout-cakes-more-malad-west
Deepak,https://www.zomato.com/mumbai/deepak-borivali-west
Annaleela,https://www.zomato.com/mumbai/annaleela-marol
Pizza Factory,https://www.zomato.com/mumbai/pizza-factory-girgaum
Celebrations 365,https://www.zomato.com/mumbai/celebrations-365-bandra-east
D's Kitchen,https://www.zomato.com/mumbai/ds-kitchen-bhayandar
Kareem's,https://www.zomato.com/mumbai/kareems-santacruz-east
Frisbees,https://www.zomato.com/mumbai/frisbees-marol
Shaolin Express,https://www.zomato.com/mumbai/shaolin-express-marol
Uncafe,https://www.zomato.com/mumbai/uncafe-sion
The Wok Fusion,https://www.zomato.com/mumbai/the-wok-fusion-oshiwara
Bunty Juice Corner,https://www.zomato.com/mumbai/bunty-juice-corner-borivali-west
Magari,https://www.zomato.com/mumbai/magari-kandivali-west
Arfat,https://www.zomato.com/mumbai/arfat-mira-road
Home Deli,https://www.zomato.com/mumbai/home-deli-prabhadevi
Bhojohori Manna,https://www.zomato.com/mumbai/bhojohori-manna-oshiwara
Salim Biryani,https://www.zomato.com/mumbai/salim-biryani-dombivali-west-thane
Jeden-The Cake Expert,https://www.zomato.com/mumbai/jeden-the-cake-expert-near-andheri-east-station
Badri's,https://www.zomato.com/mumbai/badris-chembur
The Butter Kitchen,https://www.zomato.com/mumbai/the-butter-kitchen-powai
Howra Burger,https://www.zomato.com/mumbai/howra-burger-lower-parel
Blue's Kitchen,https://www.zomato.com/mumbai/blues-kitchen-1-pali-hill-bandra-west
Steamy Mugs,https://www.zomato.com/mumbai/steamy-mugs-chembur
Waffle Mania,https://www.zomato.com/mumbai/waffle-mania-borivali-west
Mustard,https://www.zomato.com/mumbai/mustard-worli
Home Deli,https://www.zomato.com/mumbai/home-deli-prabhadevi
Bhojohori Manna,https://www.zomato.com/mumbai/bhojohori-manna-oshiwara
Salim Biryani,https://www.zomato.com/mumbai/salim-biryani-dombivali-west-thane
Jeden-The Cake Expert,https://www.zomato.com/mumbai/jeden-the-cake-expert-near-andheri-east-station
Badri's,https://www.zomato.com/mumbai/badris-chembur
The Butter Kitchen,https://www.zomato.com/mumbai/the-butter-kitchen-powai
Howra Burger,https://www.zomato.com/mumbai/howra-burger-lower-parel
Blue's Kitchen,https://www.zomato.com/mumbai/blues-kitchen-1-pali-hill-bandra-west
Steamy Mugs,https://www.zomato.com/mumbai/steamy-mugs-chembur
Waffle Mania,https://www.zomato.com/mumbai/waffle-mania-borivali-west
Tejas Chinese Centre,https://www.zomato.com/mumbai/tejas-chinese-centre-powai
F For Food,https://www.zomato.com/mumbai/f-for-food-powai
Kusum Rolls,https://www.zomato.com/mumbai/kusum-rolls-mira-road
Kailash Parbat,https://www.zomato.com/mumbai/kailash-parbat-colaba
Heng Bok,https://www.zomato.com/mumbai/heng-bok-linking-road-bandra-west
The Tandoor Rest-o-Bar - Rudra Shelter International,https://www.zomato.com/mumbai/the-tandoor-rest-o-bar-rudra-shelter-international-vasai
Ferry Wharf,https://www.zomato.com/mumbai/ferry-wharf-malad-west
Top In Town Kitchen & Bar,https://www.zomato.com/mumbai/top-in-town-kitchen-bar-ambernath-thane
The Goose & Gridiron,https://www.zomato.com/mumbai/the-goose-gridiron-fort
Paps Premium Lounge,https://www.zomato.com/mumbai/paps-premium-lounge-ghodbunder-road-thane
Kulcha Jara Hatke,https://www.zomato.com/mumbai/kulcha-jara-hatke-malad-west
The Orange Mint,https://www.zomato.com/mumbai/the-orange-mint-1-chembur
Desi Videshi Cafe,https://www.zomato.com/mumbai/desi-videshi-cafe-ghodbunder-road-thane
Masala Bay - Taj Lands End,https://www.zomato.com/mumbai/masala-bay-taj-lands-end-bandstand-bandra-west
Gypsy Chinese,https://www.zomato.com/mumbai/gypsy-chinese-dadar-shivaji-park
Honey Chillies,https://www.zomato.com/mumbai/honey-chillies-1-cbd-belapur-navi-mumbai
Elementaria Bakery Cafe,https://www.zomato.com/mumbai/elementaria-bakery-cafe-bandra-kurla-complex
Arabian Chillies Restaurant,https://www.zomato.com/mumbai/arabian-chillies-restaurant-nerul-navi-mumbai
Cantonese,https://www.zomato.com/mumbai/cantonese-naupada-thane-west
Taco Bell,https://www.zomato.com/mumbai/taco-bell-goregaon-east
Theeram,https://www.zomato.com/mumbai/theeram-santacruz-east
Bambaiya Tadka,https://www.zomato.com/mumbai/bambaiya-tadka-ghansoli-navi-mumbai
eat.fit,https://www.zomato.com/mumbai/eat-fit-kurla
Bombay Bayleaf,https://www.zomato.com/mumbai/bombay-bayleaf-1-veera-desai-area
Hit & Run,https://www.zomato.com/mumbai/hit-run-vasant-vihar-thane-west-thane
India Bistro Express,https://www.zomato.com/mumbai/india-bistro-express-worli
Fit Food Company,https://www.zomato.com/mumbai/fit-food-company-1-oshiwara
Juice & More,https://www.zomato.com/mumbai/juice-more-andheri-lokhandwala
180° Bistro,https://www.zomato.com/mumbai/180°-bistro-1-marol
Nanumal Bhojraj,https://www.zomato.com/mumbai/nanumal-bhojraj-fort
Biryani Art,https://www.zomato.com/mumbai/biryani-art-wagle-estate-thane-west-thane
Hybrid Theory Cafe & Bistro,https://www.zomato.com/mumbai/hybrid-theory-cafe-bistro-marol
Dooodly Meals,https://www.zomato.com/mumbai/dooodly-meals-chakala
Silver Beach Cafe,https://www.zomato.com/mumbai/silver-beach-cafe-juhu
Juice & More,https://www.zomato.com/mumbai/juice-more-andheri-lokhandwala
180° Bistro,https://www.zomato.com/mumbai/180°-bistro-1-marol
Nanumal Bhojraj,https://www.zomato.com/mumbai/nanumal-bhojraj-fort
Biryani Art,https://www.zomato.com/mumbai/biryani-art-wagle-estate-thane-west-thane
Hybrid Theory Cafe & Bistro,https://www.zomato.com/mumbai/hybrid-theory-cafe-bistro-marol
Dooodly Meals,https://www.zomato.com/mumbai/dooodly-meals-chakala
Silver Beach Cafe,https://www.zomato.com/mumbai/silver-beach-cafe-juhu
Zayna - Uber Dining,https://www.zomato.com/mumbai/zayna-uber-dining-airoli-navi-mumbai
Ice Cream Factory & Shahi Durbar,https://www.zomato.com/mumbai/ice-cream-factory-shahi-durbar-mahakali
Gujju & Company,https://www.zomato.com/mumbai/gujju-company-kandivali-west
Cafe Ville Villa,https://www.zomato.com/mumbai/cafe-ville-villa-kandivali-west
Mira Republic,https://www.zomato.com/mumbai/mira-republic-mira-road
PentHouzz,https://www.zomato.com/mumbai/penthouzz-1-kandivali-east
antiSOCIAL,https://www.zomato.com/mumbai/antisocial-lower-parel
Lal Tadka,https://www.zomato.com/mumbai/lal-tadka-kandivali-west
Urban Lokal Cafe,https://www.zomato.com/mumbai/urban-lokal-cafe-malad-east
Punjab Da Chulah,https://www.zomato.com/mumbai/punjab-da-chulah-1-khar
Cold Stone Creamery,https://www.zomato.com/mumbai/cold-stone-creamery-oshiwara
Farid Seekh Kebab Centre,https://www.zomato.com/mumbai/farid-seekh-kebab-centre-jogeshwari
Red Indian Sizzlers,https://www.zomato.com/mumbai/red-indian-sizzlers-kandivali-west
Coffee By Di Bella,https://www.zomato.com/mumbai/coffee-by-di-bella-mulund-west
Mao Family Restaurant,https://www.zomato.com/mumbai/mao-family-restaurant-mahim
Hu's Wok House,https://www.zomato.com/mumbai/hus-wok-house-khar
Wakhra Paratha,https://www.zomato.com/mumbai/wakhra-paratha-goregaon-west
Dwarka Pure Veg Family Restaurant,https://www.zomato.com/mumbai/dwarka-pure-veg-family-restaurant-kharghar-navi-mumbai
Little West Pizza,https://www.zomato.com/mumbai/little-west-pizza-borivali-west
Sahara Sagar,https://www.zomato.com/mumbai/sahara-sagar-borivali-west
Elco,https://www.zomato.com/mumbai/elco-restaurant-hill-road-bandra-west
Mehman Nawazi,https://www.zomato.com/mumbai/mehman-nawazi-powai
Meating Square,https://www.zomato.com/mumbai/meating-square-airoli-navi-mumbai
Red Indian Sizzlers,https://www.zomato.com/mumbai/red-indian-sizzlers-kandivali-west
Coffee By Di Bella,https://www.zomato.com/mumbai/coffee-by-di-bella-mulund-west
Mao Family Restaurant,https://www.zomato.com/mumbai/mao-family-restaurant-mahim
Hu's Wok House,https://www.zomato.com/mumbai/hus-wok-house-khar
Dwarka Pure Veg Family Restaurant,https://www.zomato.com/mumbai/dwarka-pure-veg-family-restaurant-kharghar-navi-mumbai
Little West Pizza,https://www.zomato.com/mumbai/little-west-pizza-borivali-west
Sahara Sagar,https://www.zomato.com/mumbai/sahara-sagar-borivali-west
Elco,https://www.zomato.com/mumbai/elco-restaurant-hill-road-bandra-west
Meating Square,https://www.zomato.com/mumbai/meating-square-airoli-navi-mumbai
The Bar Terminal,https://www.zomato.com/mumbai/the-bar-terminal-fort
Three Chicks and A Bear,https://www.zomato.com/mumbai/three-chicks-and-a-bear-lower-parel
Shizusan,https://www.zomato.com/mumbai/shizusan-kurla
Chandni Chowk Restaurant,https://www.zomato.com/mumbai/chandni-chowk-restaurant-kurla
Urban Village,https://www.zomato.com/mumbai/urban-village-ghodbunder-road-thane
Glasshouse - Hyatt Regency Mumbai,https://www.zomato.com/mumbai/glasshouse-hyatt-regency-mumbai-chakala
Le Café,https://www.zomato.com/mumbai/le-café-1-chembur
Leaping Windows,https://www.zomato.com/leapingwindows
The Roof Top - Yogi Executive,https://www.zomato.com/mumbai/the-roof-top-yogi-executive-vashi-navi-mumbai
The Bohri Kitchen,https://www.zomato.com/thebohrikitchen
Sudama  All  Veg,https://www.zomato.com/mumbai/sudama-all-veg-mira-road
Spice Lounge,https://www.zomato.com/mumbai/spice-lounge-ghodbunder-road-thane
Butter Chickenwala,https://www.zomato.com/mumbai/butter-chickenwala-powai
Sri Krishna,https://www.zomato.com/mumbai/sri-krishna-grant-road
Flux - Resto Bar,https://www.zomato.com/mumbai/flux-resto-bar-hill-road-bandra-west
Mehman Nawazi,https://www.zomato.com/mumbai/mehman-nawazi-powai
Fullfills,https://www.zomato.com/mumbai/fullfills-vasant-vihar-thane-west-thane
Sweet County,https://www.zomato.com/mumbai/sweet-county-panch-pakhadi-thane-west
Felicita,https://www.zomato.com/mumbai/felicita-borivali-west
R Steam Hot,https://www.zomato.com/mumbai/r-steam-hot-mulund-west
Goila Butter Chicken,https://www.zomato.com/mumbai/goila-butter-chicken-1-4-bungalows
Timbuctoo,https://www.zomato.com/mumbai/timbuctoo-malad-west
Zouk Restro Bar,https://www.zomato.com/mumbai/zouk-restro-bar-near-andheri-east-station
By the Mekong - The St. Regis Mumbai,https://www.zomato.com/mumbai/by-the-mekong-the-st-regis-mumbai-lower-parel
The Sahib Room & Kipling Bar - The St. Regis Mumbai,https://www.zomato.com/mumbai/the-sahib-room-kipling-bar-the-st-regis-mumbai-lower-parel
The Mint Leaf Kitchen n Bar,https://www.zomato.com/mumbai/the-mint-leaf-kitchen-n-bar-airoli-navi-mumbai
Mocambo Cafe,https://www.zomato.com/mumbai/mocambo-cafe-fort
Kabila,https://www.zomato.com/mumbai/kabila-kharghar-navi-mumbai
MoMo Cafe - Courtyard By Marriott,https://www.zomato.com/mumbai/momo-cafe-courtyard-by-marriott-chakala
Sosho - Kitchen & Bar,https://www.zomato.com/mumbai/sosho-kitchen-bar-marol
Mucho,https://www.zomato.com/mumbai/mucho-kandivali-east
Chholay,https://www.zomato.com/mumbai/chholay-oshiwara
Uncle's Chinese Corner,https://www.zomato.com/mumbai/uncles-chinese-corner-marol
Sunlight Restaurant And Bar,https://www.zomato.com/mumbai/sunlight-restaurant-and-bar-kalbadevi
Pritam Fast Food,https://www.zomato.com/mumbai/pritam-fast-food-goregaon-east
Sarvi,https://www.zomato.com/mumbai/sarvi-byculla
Sunlight Restaurant And Bar,https://www.zomato.com/mumbai/sunlight-restaurant-and-bar-kalbadevi
Pritam Fast Food,https://www.zomato.com/mumbai/pritam-fast-food-goregaon-east
Sarvi,https://www.zomato.com/mumbai/sarvi-byculla
Status,https://www.zomato.com/mumbai/status-lower-parel
China Hunt,https://www.zomato.com/mumbai/china-hunt-goregaon-east
Curry Twist,https://www.zomato.com/mumbai/curry-twist-sakinaka
Golden Star Thali,https://www.zomato.com/mumbai/golden-star-thali-charni-road
The Class Thali,https://www.zomato.com/mumbai/the-class-thali-juhu
The Mumbai Masala,https://www.zomato.com/mumbai/the-mumbai-masala-fort
The Cake Factory,https://www.zomato.com/mumbai/the-cake-factory-mira-road
Cat Café Studio,https://www.zomato.com/mumbai/cat-café-studio-1-versova
I Love Misal,https://www.zomato.com/mumbai/i-love-misal-parel
Garam Masala,https://www.zomato.com/mumbai/garam-masala-borivali-west
Surbhi Sweets,https://www.zomato.com/mumbai/surbhi-sweets-goregaon-west
Jade Bowl - Eskay Resorts,https://www.zomato.com/mumbai/jade-bowl-eskay-resorts-borivali-west
Paratha World,https://www.zomato.com/mumbai/paratha-world-chakala
Oven Fresh,https://www.zomato.com/mumbai/oven-fresh-khopat-thane-west
7th Heaven,https://www.zomato.com/mumbai/7th-heaven-vile-parle-east
Sumeruu,https://www.zomato.com/mumbai/sumeruu-dahisar-west
@ MYX,https://www.zomato.com/mumbai/@-myx-chakala
House Of Biryanis,https://www.zomato.com/mumbai/house-of-biryanis-kopar-khairane-navi-mumbai
Punjab Depot,https://www.zomato.com/mumbai/punjab-depot-lower-parel
Nothing But Diet Cafe,https://www.zomato.com/mumbai/nothing-but-diet-cafe-vile-parle-east
Sangeeta's Kitchen,https://www.zomato.com/mumbai/sangeetas-kitchen-chakala
Third Eye Cafe,https://www.zomato.com/mumbai/third-eye-cafe-vashi-navi-mumbai
Zesty Kitchen,https://www.zomato.com/mumbai/zesty-kitchen-chandivali
Maiz Mexican Kitchen,https://www.zomato.com/mumbai/maiz-mexican-kitchen-tardeo
Poolside - VITS Hotel,https://www.zomato.com/mumbai/poolside-vits-hotel-marol
Shree Sagar Pure Veg,https://www.zomato.com/mumbai/shree-sagar-pure-veg-pali-hill-bandra-west
Videsi Adda,https://www.zomato.com/mumbai/videsi-adda-naupada-thane-west-thane
Teppan Sizzlers,https://www.zomato.com/mumbai/teppan-sizzlers-sanpada-navi-mumbai
Boojee Cafe,https://www.zomato.com/mumbai/boojee-cafe-carter-road-bandra-west
Umame,https://www.zomato.com/mumbai/umame-churchgate
Pegasus Brew House,https://www.zomato.com/mumbai/pegasus-brew-house-vasai
Pritam's Global Cuisine,https://www.zomato.com/mumbai/pritams-global-cuisine-ghodbunder-road-thane
Lemon Leaf,https://www.zomato.com/mumbai/lemon-leaf-bandra-talao-bandra-west
The Daily Bar & Kitchen,https://www.zomato.com/mumbai/the-daily-bar-kitchen-linking-road-bandra-west
Contigo,https://www.zomato.com/mumbai/contigo-1-vashi-navi-mumbai
Mumbai Darbar,https://www.zomato.com/mumbai/mumbai-darbar-mazgaon
Chopstix,https://www.zomato.com/mumbai/chopstix-naupada-thane-west
Fried Chicken Cuisine,https://www.zomato.com/mumbai/fried-chicken-cuisine-mohammad-ali-road
Trupti,https://www.zomato.com/mumbai/trupti-dadar-west
Café Dodo,https://www.zomato.com/mumbai/café-dodo-borivali-west
